Numero_de_pontos;Numero_de_cluster;Numero_de_Blobs;Semente;FOB_Algoritmo_Proposto;FOB_Algoritmo_Original;FOB_BeB;Tempo_Algoritmo_Proposto;Tempo_Algoritmo_Original;Tempo_BeB
500.0;5.0;1.0;6648.0;284.45;314.81;284.45;17.66;7.1;104.61
500.0;5.0;2.0;6648.0;7912.24;8688.82;7912.22;17.77;6.58;14.61
500.0;5.0;3.0;6648.0;6020.09;7690.82;6020.09;15.58;0.74;22.63
500.0;5.0;4.0;6648.0;9360.8;9362.09;8895.19;194.79;0.67;69.03
500.0;5.0;5.0;6648.0;1213.6;1266.37;1213.6;100.35;0.1;123.79
1000.0;5.0;1.0;6648.0;639.04;639.24;NaN;198.86;17.38;181.83
1000.0;5.0;2.0;6648.0;15721.72;16806.35;15721.69;123.45;10.66;158.35
1000.0;5.0;3.0;6648.0;14933.73;14934.04;NaN;181.51;1.51;181.65
1000.0;5.0;4.0;6648.0;19198.96;19209.82;NaN;193.15;12.04;183.08
1000.0;5.0;5.0;6648.0;2227.51;2228.08;NaN;181.45;0.05;182.03
50.0;5.0;1.0;3206.0;22.94;37.01;23.23;0.66;0.03;1.79
50.0;5.0;2.0;3206.0;107.79;132.61;107.79;1.49;0.94;1.17
50.0;5.0;3.0;3206.0;318.23;429.92;333.81;3.79;1.21;1.02
50.0;5.0;4.0;3206.0;287.18;478.87;287.18;0.23;0.1;3.64
50.0;5.0;5.0;3206.0;291.37;378.76;294.64;0.13;0.0;2.42
100.0;5.0;1.0;3206.0;51.45;58.98;51.45;1.42;0.48;4.43
100.0;5.0;2.0;3206.0;158.64;172.25;158.64;2.29;2.18;1.75
100.0;5.0;3.0;3206.0;554.35;681.09;566.04;0.17;0.02;2.64
100.0;5.0;4.0;3206.0;514.45;544.2;514.45;0.34;0.15;1.07
100.0;5.0;5.0;3206.0;396.78;405.05;396.77;2.37;2.19;8.49
250.0;5.0;1.0;3206.0;141.97;149.17;NaN;5.74;0.9;24.63
250.0;5.0;2.0;3206.0;319.48;386.26;319.91;1.83;1.29;20.94
250.0;5.0;3.0;3206.0;1158.77;1547.67;1158.77;1.38;1.05;3.06
250.0;5.0;4.0;3206.0;2188.2;2190.74;1036.03;3.56;0.03;12.93
250.0;5.0;5.0;3206.0;614.99;646.4;614.99;28.77;0.06;37.38
500.0;5.0;1.0;3206.0;289.68;311.47;279.86;72.49;6.34;113.37
500.0;5.0;2.0;3206.0;643.51;671.58;643.45;16.67;12.24;181.94
500.0;5.0;3.0;3206.0;2256.87;2820.26;2256.87;32.28;0.4;40.17
500.0;5.0;4.0;3206.0;2313.81;2314.97;NaN;191.62;11.18;180.15
500.0;5.0;5.0;3206.0;1068.41;1136.73;1080.28;84.68;0.12;79.73
1000.0;5.0;1.0;3206.0;624.91;625.78;591.73;194.38;12.44;121.13
1000.0;5.0;2.0;3206.0;1196.9;1352.88;NaN;37.64;22.79;256.33
1000.0;5.0;3.0;3206.0;5639.54;5640.11;NaN;186.58;6.53;382.83
1000.0;5.0;4.0;3206.0;7454.66;7819.29;NaN;204.63;21.52;182.68
1000.0;5.0;5.0;3206.0;2095.3;2095.84;NaN;181.25;0.49;183.72
50.0;5.0;1.0;96123.0;32.46;47.1;32.46;1.32;1.25;1.26
50.0;5.0;2.0;96123.0;492.35;603.46;492.41;1.58;0.83;1.04
50.0;5.0;3.0;96123.0;369.27;412.21;655.03;0.15;0.0;2.91
50.0;5.0;4.0;96123.0;563.71;747.46;530.71;0.81;0.18;0.48
50.0;5.0;5.0;96123.0;180.47;192.02;180.47;0.08;0.0;0.51
100.0;5.0;1.0;96123.0;59.94;65.85;59.94;0.25;0.15;4.11
100.0;5.0;2.0;96123.0;1042.51;1243.16;1042.51;0.69;0.55;1.68
100.0;5.0;3.0;96123.0;823.17;1005.17;823.17;0.26;0.08;3.95
100.0;5.0;4.0;96123.0;1084.74;1317.16;1084.74;2.4;2.2;1.78
100.0;5.0;5.0;96123.0;285.59;289.08;285.59;0.15;0.0;1.23
250.0;5.0;1.0;96123.0;142.51;153.53;144.06;9.09;2.84;106.02
250.0;5.0;2.0;96123.0;2563.16;3021.96;2563.02;8.53;3.51;5.32
250.0;5.0;3.0;96123.0;2088.83;2558.04;2096.6;2.98;1.03;2.53
250.0;5.0;4.0;96123.0;2673.11;3183.27;NaN;94.66;4.94;180.34
250.0;5.0;5.0;96123.0;560.66;561.66;560.66;0.36;0.02;6.55
500.0;5.0;1.0;96123.0;316.17;333.97;303.34;6.84;1.69;177.48
500.0;5.0;2.0;96123.0;4970.59;6249.76;4970.59;135.19;7.06;33.93
500.0;5.0;3.0;96123.0;4849.87;4850.61;NaN;192.46;6.0;181.34
500.0;5.0;4.0;96123.0;5805.01;5805.71;NaN;192.59;11.84;232.3
500.0;5.0;5.0;96123.0;1107.05;1110.96;1107.05;111.14;0.05;125.2
1000.0;5.0;1.0;96123.0;639.49;640.13;NaN;196.05;13.85;182.12
1000.0;5.0;2.0;96123.0;10143.42;12969.87;10143.42;159.17;16.11;175.11
1000.0;5.0;3.0;96123.0;10095.83;10096.41;NaN;189.64;1.11;180.02
1000.0;5.0;4.0;96123.0;12238.54;12238.95;NaN;202.23;18.93;182.48
1000.0;5.0;5.0;96123.0;2094.81;2095.1;NaN;1.8;0.1;181.29
50.0;5.0;1.0;54765.0;24.35;31.65;28.13;0.32;0.22;1.3
50.0;5.0;2.0;54765.0;86.15;92.09;82.09;1.27;1.1;0.76
50.0;5.0;3.0;54765.0;349.69;445.63;349.69;0.13;0.01;0.7
50.0;5.0;4.0;54765.0;365.21;448.5;NaN;0.18;0.03;3.16
50.0;5.0;5.0;54765.0;173.81;185.41;173.81;0.09;0.0;0.52
100.0;5.0;1.0;54765.0;64.13;65.5;NaN;0.14;0.04;47.02
100.0;5.0;2.0;54765.0;107.95;110.82;117.23;1.8;1.67;5.09
100.0;5.0;3.0;54765.0;831.49;1032.66;858.94;0.19;0.01;1.78
100.0;5.0;4.0;54765.0;736.63;1093.22;746.8;0.86;0.13;0.98
100.0;5.0;5.0;54765.0;336.04;364.59;336.04;0.14;0.01;2.73
250.0;5.0;1.0;54765.0;148.0;156.35;148.06;6.42;5.67;16.85
250.0;5.0;2.0;54765.0;247.41;287.85;247.48;3.48;3.15;25.1
250.0;5.0;3.0;54765.0;1972.52;2368.69;1938.78;0.86;0.29;5.18
250.0;5.0;4.0;54765.0;1696.45;2444.54;1696.45;29.04;0.89;31.3
250.0;5.0;5.0;54765.0;593.0;593.97;593.0;0.46;0.05;18.63
500.0;5.0;1.0;54765.0;317.18;342.75;317.35;23.78;5.92;118.37
500.0;5.0;2.0;54765.0;529.58;596.16;534.89;16.11;10.62;34.56
500.0;5.0;3.0;54765.0;5238.25;6626.77;3903.75;132.39;0.11;163.1
500.0;5.0;4.0;54765.0;5016.4;5017.37;NaN;182.44;1.25;180.54
500.0;5.0;5.0;54765.0;1138.2;1275.03;1138.2;34.31;0.68;44.82
1000.0;5.0;1.0;54765.0;671.5;671.58;NaN;194.34;11.2;180.03
1000.0;5.0;2.0;54765.0;985.84;1004.12;NaN;42.74;25.07;185.99
1000.0;5.0;3.0;54765.0;10134.03;10134.18;NaN;183.15;1.29;416.82
1000.0;5.0;4.0;54765.0;9356.15;12452.93;NaN;208.52;25.97;182.27
1000.0;5.0;5.0;54765.0;2506.45;2519.77;NaN;208.61;26.03;283.4
50.0;5.0;1.0;11746.0;33.58;51.02;34.86;0.14;0.06;0.79
50.0;5.0;2.0;11746.0;135.66;203.21;132.67;0.91;0.05;1.47
50.0;5.0;3.0;11746.0;274.76;306.23;274.76;0.14;0.01;0.44
50.0;5.0;4.0;11746.0;446.97;551.81;448.34;4.19;0.06;0.93
50.0;5.0;5.0;11746.0;290.78;293.21;287.04;0.1;0.01;0.39
100.0;5.0;1.0;11746.0;62.5;67.14;62.5;3.03;1.05;4.33
100.0;5.0;2.0;11746.0;224.66;292.51;225.42;2.05;1.69;2.55
100.0;5.0;3.0;11746.0;741.7;881.36;741.7;0.22;0.02;1.63
100.0;5.0;4.0;11746.0;881.38;1358.19;960.53;0.33;0.16;1.0
100.0;5.0;5.0;11746.0;360.74;375.45;360.74;0.14;0.01;1.08
250.0;5.0;1.0;11746.0;122.94;144.81;NaN;5.54;4.54;11.67
250.0;5.0;2.0;11746.0;385.42;393.81;385.42;4.9;4.55;22.29
250.0;5.0;3.0;11746.0;1863.58;2306.0;1863.58;2.65;1.18;48.06
250.0;5.0;4.0;11746.0;2173.11;3310.49;2287.97;27.03;0.34;33.14
250.0;5.0;5.0;11746.0;596.84;632.12;596.84;0.33;0.02;8.67
500.0;5.0;1.0;11746.0;268.97;276.21;270.47;21.41;0.91;148.17
500.0;5.0;2.0;11746.0;744.86;966.66;745.44;20.2;10.9;75.77
500.0;5.0;3.0;11746.0;3589.95;3910.7;3590.12;151.75;1.5;97.34
500.0;5.0;4.0;11746.0;6642.75;6643.82;NaN;183.91;2.64;181.41
500.0;5.0;5.0;11746.0;1128.85;1138.13;1128.85;100.37;0.03;106.57
1000.0;5.0;1.0;11746.0;576.06;576.38;NaN;197.35;15.37;182.51
1000.0;5.0;2.0;11746.0;1375.17;1684.16;1375.31;21.53;14.59;201.61
1000.0;5.0;3.0;11746.0;7905.52;7905.88;NaN;187.64;5.75;185.07
1000.0;5.0;4.0;11746.0;13551.72;13552.15;NaN;186.5;3.4;181.34
1000.0;5.0;5.0;11746.0;2030.04;2030.09;NaN;1.64;0.33;180.71
50.0;5.0;1.0;87904.0;30.59;41.25;30.31;0.33;0.23;1.25
50.0;5.0;2.0;87904.0;150.01;161.84;151.8;0.09;0.01;0.67
50.0;5.0;3.0;87904.0;317.35;340.42;306.74;0.2;0.08;1.44
50.0;5.0;4.0;87904.0;237.4;329.73;234.53;0.67;0.52;0.53
50.0;5.0;5.0;87904.0;185.96;223.1;185.96;1.04;0.01;1.77
100.0;5.0;1.0;87904.0;60.87;68.49;66.97;0.5;0.09;4.05
100.0;5.0;2.0;87904.0;335.11;359.7;335.11;2.86;0.17;3.39
100.0;5.0;3.0;87904.0;690.53;921.8;690.73;2.13;0.19;1.86
100.0;5.0;4.0;87904.0;578.36;925.18;578.36;0.36;0.12;0.92
100.0;5.0;5.0;87904.0;274.27;276.85;274.27;0.33;0.15;0.93
250.0;5.0;1.0;87904.0;140.08;146.51;NaN;0.71;0.09;68.8
250.0;5.0;2.0;87904.0;770.64;933.04;770.64;3.86;3.45;4.91
250.0;5.0;3.0;87904.0;1805.1;2181.74;1805.1;0.8;0.35;5.13
250.0;5.0;4.0;87904.0;1336.49;1429.87;1336.49;31.14;6.02;16.08
250.0;5.0;5.0;87904.0;577.81;599.66;577.81;7.85;0.23;10.67
500.0;5.0;1.0;87904.0;322.06;334.83;NaN;43.87;7.26;137.5
500.0;5.0;2.0;87904.0;1630.87;1944.56;1630.87;9.77;9.03;175.26
500.0;5.0;3.0;87904.0;3236.65;3661.0;3236.65;4.27;0.81;11.59
500.0;5.0;4.0;87904.0;3178.88;3180.01;NaN;193.37;13.13;180.07
500.0;5.0;5.0;87904.0;1050.42;1148.31;1050.42;71.13;9.19;67.54
1000.0;5.0;1.0;87904.0;706.54;707.05;NaN;193.57;13.29;148.36
1000.0;5.0;2.0;87904.0;3216.41;3705.68;NaN;105.76;19.16;224.69
1000.0;5.0;3.0;87904.0;7373.27;7373.32;NaN;186.52;2.94;279.47
1000.0;5.0;4.0;87904.0;14194.57;15568.05;NaN;202.62;18.3;180.12
1000.0;5.0;5.0;87904.0;2342.94;2365.41;NaN;204.28;23.11;182.4
50.0;5.0;1.0;59295.0;29.9;38.01;26.24;0.67;0.08;1.32
50.0;5.0;2.0;59295.0;285.94;289.79;285.94;0.26;0.01;0.49
50.0;5.0;3.0;59295.0;264.06;391.5;264.06;0.23;0.01;0.49
50.0;5.0;4.0;59295.0;271.36;328.57;269.67;2.26;0.11;0.55
50.0;5.0;5.0;59295.0;217.01;243.86;217.01;0.15;0.07;0.41
100.0;5.0;1.0;59295.0;62.08;68.04;62.08;0.82;0.7;5.22
100.0;5.0;2.0;59295.0;586.15;670.82;597.47;2.47;0.37;0.67
100.0;5.0;3.0;59295.0;519.36;654.16;519.41;0.24;0.02;2.74
100.0;5.0;4.0;59295.0;792.73;1168.82;563.19;0.44;0.15;0.73
100.0;5.0;5.0;59295.0;335.59;365.93;335.59;0.21;0.01;0.82
250.0;5.0;1.0;59295.0;145.38;148.7;NaN;1.38;1.1;13.33
250.0;5.0;2.0;59295.0;1808.4;1808.58;1262.07;14.0;4.31;7.32
250.0;5.0;3.0;59295.0;1253.65;1639.25;1253.65;0.75;0.35;3.28
250.0;5.0;4.0;59295.0;1430.73;2576.05;NaN;50.11;0.29;180.71
250.0;5.0;5.0;59295.0;586.78;588.92;586.78;0.48;0.03;2.66
500.0;5.0;1.0;59295.0;302.44;349.19;307.82;120.27;7.54;124.88
500.0;5.0;2.0;59295.0;2754.22;3236.21;2754.22;17.26;5.79;24.66
500.0;5.0;3.0;59295.0;2510.1;3072.12;2510.01;39.24;0.72;21.76
500.0;5.0;4.0;59295.0;3006.55;3007.79;2573.12;181.41;0.65;135.4
500.0;5.0;5.0;59295.0;1134.33;1164.98;1134.33;9.84;0.11;34.27
1000.0;5.0;1.0;59295.0;617.26;648.84;599.78;14.22;8.96;146.76
1000.0;5.0;2.0;59295.0;6105.85;6105.9;NaN;197.06;16.18;182.91
1000.0;5.0;3.0;59295.0;5703.64;5703.85;NaN;182.37;0.62;262.82
1000.0;5.0;4.0;59295.0;5335.25;5335.31;NaN;200.34;20.31;274.39
1000.0;5.0;5.0;59295.0;2069.14;2099.98;2069.14;39.64;0.06;70.75
50.0;5.0;1.0;48563.0;24.7;36.16;22.18;0.52;0.02;1.31
50.0;5.0;2.0;48563.0;498.37;541.13;498.37;0.11;0.01;0.42
50.0;5.0;3.0;48563.0;324.67;371.73;324.67;0.16;0.07;0.51
50.0;5.0;4.0;48563.0;254.98;287.91;293.32;1.62;0.05;2.62
50.0;5.0;5.0;48563.0;167.92;185.71;167.92;0.08;0.0;0.5
100.0;5.0;1.0;48563.0;51.09;56.15;51.13;2.39;0.19;3.55
100.0;5.0;2.0;48563.0;940.83;956.77;940.53;1.35;0.06;0.86
100.0;5.0;3.0;48563.0;762.79;768.46;689.22;8.6;0.07;3.3
100.0;5.0;4.0;48563.0;505.42;735.94;504.71;24.49;2.78;0.92
100.0;5.0;5.0;48563.0;253.27;277.66;NaN;0.18;0.01;11.99
250.0;5.0;1.0;48563.0;146.95;157.98;147.29;5.32;4.27;107.23
250.0;5.0;2.0;48563.0;2370.86;3052.21;2370.86;7.37;4.11;8.47
250.0;5.0;3.0;48563.0;1850.95;2082.98;1850.95;0.55;0.19;3.95
250.0;5.0;4.0;48563.0;3717.24;4749.15;NaN;189.4;3.46;21.51
250.0;5.0;5.0;48563.0;561.59;605.51;561.59;0.92;0.31;2.59
500.0;5.0;1.0;48563.0;286.6;297.97;NaN;13.0;8.07;30.26
500.0;5.0;2.0;48563.0;4944.61;5133.88;4944.78;27.76;4.86;31.11
500.0;5.0;3.0;48563.0;4520.51;4520.68;NaN;192.84;1.64;185.51
500.0;5.0;4.0;48563.0;4750.0;4750.05;2203.32;182.01;1.84;141.45
500.0;5.0;5.0;48563.0;1000.45;1077.1;1000.45;18.96;0.22;26.75
1000.0;5.0;1.0;48563.0;639.39;639.6;618.08;198.5;16.78;209.5
1000.0;5.0;2.0;48563.0;10801.01;10801.48;NaN;193.5;12.75;182.42
1000.0;5.0;3.0;48563.0;8586.57;8587.19;NaN;185.85;2.7;184.56
1000.0;5.0;4.0;48563.0;9988.93;9989.38;NaN;182.67;0.22;183.49
1000.0;5.0;5.0;48563.0;2131.77;2132.26;NaN;182.82;0.76;249.06
50.0;5.0;1.0;30415.0;26.07;36.38;26.07;0.33;0.25;1.04
