Numero_de_pontos;Numero_de_cluster;Numero_de_Blobs;Semente;FOB_Algoritmo_Proposto;FOB_Algoritmo_Original;FOB_BeB;Tempo_Algoritmo_Proposto;Tempo_Algoritmo_Original;Tempo_BeB
252.0;4.0;1.0;92139.0;164.6;173.58;164.6;3.39;3.18;103.9
252.0;4.0;2.0;92139.0;296.18;300.51;295.99;2.5;0.48;15.71
252.0;4.0;3.0;92139.0;1199.4;1576.62;1277.36;1.01;0.72;4.59
252.0;4.0;4.0;92139.0;605.7;701.67;605.7;0.39;0.03;8.01
252.0;4.0;5.0;92139.0;2379.22;2935.5;3268.97;4.8;0.03;3.45
500.0;4.0;1.0;92139.0;306.83;312.47;305.45;1.34;0.69;109.82
500.0;4.0;2.0;92139.0;571.32;629.56;570.32;84.75;2.53;4.75
500.0;4.0;3.0;92139.0;2529.11;3018.32;2600.04;178.93;0.51;23.13
500.0;4.0;4.0;92139.0;999.61;1140.44;999.61;11.85;1.46;14.94
500.0;4.0;5.0;92139.0;4872.13;4879.13;4872.13;123.26;0.07;97.39
1000.0;4.0;1.0;92139.0;670.45;691.45;675.4;31.83;16.23;111.02
1000.0;4.0;2.0;92139.0;1251.87;1280.75;1252.6;8.68;7.0;55.57
1000.0;4.0;3.0;92139.0;5755.19;5755.53;NaN;186.39;3.67;182.95
1000.0;4.0;4.0;92139.0;1936.38;2199.31;NaN;174.24;3.44;181.59
1000.0;4.0;5.0;92139.0;9778.36;9778.74;NaN;181.84;0.33;180.44
52.0;4.0;1.0;10388.0;29.62;40.18;29.62;0.1;0.0;0.99
52.0;4.0;2.0;10388.0;58.86;66.61;58.86;0.23;0.06;1.9
52.0;4.0;3.0;10388.0;269.09;633.92;269.09;1.45;1.01;1.52
52.0;4.0;4.0;10388.0;174.02;183.94;NaN;0.12;0.0;3.77
52.0;4.0;5.0;10388.0;522.9;536.58;531.14;0.16;0.05;0.63
100.0;4.0;1.0;10388.0;71.43;76.77;65.0;1.22;0.09;3.82
100.0;4.0;2.0;10388.0;137.21;143.31;137.21;0.43;0.21;2.47
100.0;4.0;3.0;10388.0;491.82;885.92;491.82;2.09;1.94;0.67
100.0;4.0;4.0;10388.0;219.39;222.59;219.39;0.12;0.0;0.74
100.0;4.0;5.0;10388.0;1209.43;1425.78;1388.84;2.83;0.09;1.34
252.0;4.0;1.0;10388.0;191.9;198.3;NaN;0.37;0.05;83.35
252.0;4.0;2.0;10388.0;352.07;353.01;348.26;1.02;0.47;6.42
252.0;4.0;3.0;10388.0;1263.67;1691.61;1263.67;8.46;0.44;11.07
252.0;4.0;4.0;10388.0;596.87;618.12;596.87;1.17;0.01;2.39
252.0;4.0;5.0;10388.0;3488.26;4536.57;3447.33;2.12;0.02;2.9
500.0;4.0;1.0;10388.0;361.23;371.85;361.43;3.76;1.73;103.62
500.0;4.0;2.0;10388.0;680.36;688.0;700.63;4.79;1.41;112.78
500.0;4.0;3.0;10388.0;2436.05;2876.98;2436.05;121.66;2.03;128.1
500.0;4.0;4.0;10388.0;1100.57;1161.27;1100.57;22.08;0.2;20.43
500.0;4.0;5.0;10388.0;6789.7;7009.61;6789.7;14.69;0.63;20.17
1000.0;4.0;1.0;10388.0;700.45;718.06;700.45;4.99;1.66;121.89
1000.0;4.0;2.0;10388.0;1260.73;1340.51;1260.7;12.63;1.54;156.52
1000.0;4.0;3.0;10388.0;5515.68;5515.75;NaN;188.79;6.61;181.02
1000.0;4.0;4.0;10388.0;2079.37;2079.55;NaN;181.19;0.15;180.34
1000.0;4.0;5.0;10388.0;11988.98;11989.2;NaN;182.1;0.31;181.33
52.0;4.0;1.0;85380.0;38.16;54.65;35.31;0.11;0.01;1.25
52.0;4.0;2.0;85380.0;101.65;105.19;101.8;1.4;1.32;0.92
52.0;4.0;3.0;85380.0;407.12;583.02;407.12;0.8;0.21;1.59
52.0;4.0;4.0;85380.0;185.47;186.82;185.47;0.09;0.0;0.64
52.0;4.0;5.0;85380.0;426.33;457.69;426.33;0.09;0.0;0.48
100.0;4.0;1.0;85380.0;72.47;79.63;NaN;0.52;0.17;19.02
100.0;4.0;2.0;85380.0;155.87;163.87;155.87;2.47;2.37;2.5
100.0;4.0;3.0;85380.0;831.48;1162.29;831.48;1.42;1.14;1.09
100.0;4.0;4.0;85380.0;271.11;277.55;271.11;0.13;0.0;0.84
100.0;4.0;5.0;85380.0;823.19;842.94;823.19;0.12;0.01;1.0
252.0;4.0;1.0;85380.0;148.71;152.21;NaN;3.01;2.78;17.68
252.0;4.0;2.0;85380.0;294.64;309.63;295.16;2.17;0.33;16.81
252.0;4.0;3.0;85380.0;2116.56;2479.3;2116.56;21.93;0.06;3.51
252.0;4.0;4.0;85380.0;522.2;524.42;522.2;0.35;0.02;12.67
252.0;4.0;5.0;85380.0;2218.76;2252.26;2218.76;0.54;0.27;3.15
500.0;4.0;1.0;85380.0;325.2;333.53;325.06;4.8;1.61;29.7
500.0;4.0;2.0;85380.0;594.65;620.8;594.65;7.86;7.43;117.79
500.0;4.0;3.0;85380.0;5551.37;5551.62;NaN;181.29;0.58;184.47
500.0;4.0;4.0;85380.0;1011.28;1011.32;1011.28;0.64;0.19;19.04
500.0;4.0;5.0;85380.0;4166.66;4235.05;4166.66;10.17;0.06;14.91
1000.0;4.0;1.0;85380.0;686.57;709.5;688.82;4.7;1.39;112.76
1000.0;4.0;2.0;85380.0;1195.28;1263.22;1192.04;49.76;39.06;78.31
1000.0;4.0;3.0;85380.0;11648.99;11649.52;NaN;183.29;1.23;180.93
1000.0;4.0;4.0;85380.0;1953.02;1955.72;1953.02;83.23;0.15;142.93
1000.0;4.0;5.0;85380.0;8551.24;8551.66;NaN;180.56;0.16;181.69
52.0;4.0;1.0;57199.0;39.71;51.68;NaN;0.12;0.07;52.09
52.0;4.0;2.0;57199.0;178.15;200.05;176.15;0.94;0.8;1.01
52.0;4.0;3.0;57199.0;347.34;513.39;347.34;0.16;0.05;0.93
52.0;4.0;4.0;57199.0;276.47;277.93;276.47;0.09;0.01;0.66
52.0;4.0;5.0;57199.0;903.79;933.99;840.45;0.11;0.0;0.52
100.0;4.0;1.0;57199.0;65.62;74.39;NaN;1.44;1.35;75.38
100.0;4.0;2.0;57199.0;232.24;246.8;232.24;0.4;0.15;2.38
100.0;4.0;3.0;57199.0;756.12;1435.78;756.12;2.0;1.85;1.23
100.0;4.0;4.0;57199.0;376.28;378.48;378.15;0.25;0.12;1.08
100.0;4.0;5.0;57199.0;1609.43;2127.11;1609.43;0.62;0.03;0.88
252.0;4.0;1.0;57199.0;155.61;168.03;155.37;1.31;0.97;101.54
252.0;4.0;2.0;57199.0;396.31;408.68;NaN;1.0;0.69;39.81
252.0;4.0;3.0;57199.0;1802.1;2715.43;1802.1;1.38;0.09;2.65
252.0;4.0;4.0;57199.0;609.87;641.14;609.87;4.05;0.26;5.99
252.0;4.0;5.0;57199.0;3958.01;5351.44;3958.01;2.78;0.27;4.93
500.0;4.0;1.0;57199.0;333.53;341.71;333.54;7.71;2.46;28.74
500.0;4.0;2.0;57199.0;714.36;722.56;NaN;5.9;0.69;186.23
500.0;4.0;3.0;57199.0;3837.96;5832.86;3837.96;77.03;0.13;78.86
500.0;4.0;4.0;57199.0;1087.54;1123.12;1087.54;55.95;0.05;93.62
500.0;4.0;5.0;57199.0;8028.08;10159.65;NaN;14.65;0.05;181.11
1000.0;4.0;1.0;57199.0;683.22;776.03;672.75;27.72;18.54;120.13
1000.0;4.0;2.0;57199.0;1421.78;1493.19;NaN;23.18;3.3;183.15
1000.0;4.0;3.0;57199.0;NaN;13698.63;NaN;200.69;20.43;180.8
1000.0;4.0;4.0;57199.0;2046.06;2046.14;NaN;182.3;1.29;190.88
1000.0;4.0;5.0;57199.0;21392.43;21392.81;NaN;185.13;3.76;181.48
52.0;4.0;1.0;6648.0;34.59;44.39;31.8;1.23;0.19;1.2
52.0;4.0;2.0;6648.0;123.55;144.28;123.63;0.14;0.05;2.07
52.0;4.0;3.0;6648.0;866.84;1020.89;866.84;0.09;0.01;0.45
52.0;4.0;4.0;6648.0;337.81;370.19;338.62;1.11;1.03;0.6
52.0;4.0;5.0;6648.0;1216.37;1310.99;1216.37;0.17;0.0;0.96
100.0;4.0;1.0;6648.0;66.35;71.47;NaN;0.15;0.05;32.81
100.0;4.0;2.0;6648.0;218.21;239.31;218.62;0.34;0.09;1.37
100.0;4.0;3.0;6648.0;1744.48;2481.24;1745.01;0.41;0.26;1.65
100.0;4.0;4.0;6648.0;351.93;396.91;351.93;1.96;1.84;0.73
100.0;4.0;5.0;6648.0;2240.33;2572.01;2582.35;0.57;0.39;1.47
252.0;4.0;1.0;6648.0;186.4;206.43;NaN;2.49;0.67;22.45
252.0;4.0;2.0;6648.0;441.94;456.99;450.52;5.07;0.67;1.92
252.0;4.0;3.0;6648.0;3962.22;4612.66;3962.22;1.55;0.33;5.89
252.0;4.0;4.0;6648.0;640.16;745.09;640.16;0.41;0.02;4.54
252.0;4.0;5.0;6648.0;5370.16;6169.86;5370.16;0.72;0.06;5.81
500.0;4.0;1.0;6648.0;344.35;374.87;343.6;24.43;0.11;110.04
500.0;4.0;2.0;6648.0;754.37;762.45;754.85;3.91;0.99;133.04
500.0;4.0;3.0;6648.0;7904.03;9326.99;7904.03;146.03;3.47;126.67
500.0;4.0;4.0;6648.0;1152.1;1226.06;1152.1;9.65;9.14;21.52
500.0;4.0;5.0;6648.0;10486.02;10940.15;10486.02;2.87;0.58;7.13
1000.0;4.0;1.0;6648.0;699.87;723.57;NaN;22.56;0.29;80.79
1000.0;4.0;2.0;6648.0;1391.46;1451.99;1392.52;36.51;4.92;30.14
1000.0;4.0;3.0;6648.0;20086.27;20318.52;NaN;189.56;9.19;180.15
1000.0;4.0;4.0;6648.0;2161.48;2377.89;2161.46;28.27;21.67;10.56
1000.0;4.0;5.0;6648.0;20669.8;24286.29;NaN;49.52;0.38;180.11
52.0;4.0;1.0;3206.0;26.97;37.18;26.98;0.18;0.14;1.1
52.0;4.0;2.0;3206.0;155.42;165.12;155.42;0.09;0.01;0.81
52.0;4.0;3.0;3206.0;423.68;535.97;458.22;0.54;0.32;0.52
52.0;4.0;4.0;3206.0;226.6;230.93;226.6;0.09;0.0;0.46
52.0;4.0;5.0;3206.0;426.98;507.48;426.98;0.1;0.0;0.42
100.0;4.0;1.0;3206.0;70.52;85.24;NaN;0.14;0.01;47.9
100.0;4.0;2.0;3206.0;182.52;190.28;183.71;2.4;0.09;1.72
100.0;4.0;3.0;3206.0;681.84;823.24;681.84;0.21;0.01;1.61
100.0;4.0;4.0;3206.0;394.26;450.93;394.26;0.13;0.01;0.54
100.0;4.0;5.0;3206.0;717.9;961.11;717.9;0.27;0.01;0.76
252.0;4.0;1.0;3206.0;164.25;176.52;NaN;5.26;4.11;70.71
252.0;4.0;2.0;3206.0;351.43;379.58;351.43;1.73;0.26;15.77
252.0;4.0;3.0;3206.0;1487.0;1916.89;1547.75;1.23;0.02;7.42
252.0;4.0;4.0;3206.0;634.48;710.53;634.48;0.25;0.02;2.55
252.0;4.0;5.0;3206.0;1705.27;1759.12;1705.27;0.7;0.45;4.93
500.0;4.0;1.0;3206.0;333.64;353.97;332.4;2.16;0.13;112.2
500.0;4.0;2.0;3206.0;725.39;745.73;745.8;11.84;5.72;20.53
500.0;4.0;3.0;3206.0;2801.77;3485.97;NaN;178.59;0.07;180.2
500.0;4.0;4.0;3206.0;1098.12;1114.04;NaN;0.59;0.15;69.07
500.0;4.0;5.0;3206.0;3261.05;3543.71;3260.98;1.19;0.55;11.75
1000.0;4.0;1.0;3206.0;690.24;766.96;690.35;6.98;1.27;108.38
1000.0;4.0;2.0;3206.0;1337.74;1357.03;1337.74;16.38;2.01;188.36
1000.0;4.0;3.0;3206.0;6857.58;6858.04;NaN;182.12;1.04;131.71
1000.0;4.0;4.0;3206.0;2137.96;2159.69;2137.96;1.61;0.58;11.08
1000.0;4.0;5.0;3206.0;7499.97;7500.4;NaN;181.53;0.2;180.11
52.0;4.0;1.0;96123.0;37.98;49.95;37.98;1.1;1.04;0.95
52.0;4.0;2.0;96123.0;102.97;115.9;102.97;0.13;0.05;0.54
52.0;4.0;3.0;96123.0;452.97;547.3;452.97;0.1;0.01;0.64
52.0;4.0;4.0;96123.0;267.54;274.62;267.54;0.19;0.07;0.53
52.0;4.0;5.0;96123.0;554.08;589.69;554.08;0.1;0.0;0.7
100.0;4.0;1.0;96123.0;72.27;81.37;NaN;1.88;1.79;60.0
100.0;4.0;2.0;96123.0;144.47;155.81;149.54;1.19;0.27;1.12
100.0;4.0;3.0;96123.0;941.79;1164.97;941.79;0.16;0.02;0.78
100.0;4.0;4.0;96123.0;322.1;332.31;322.1;3.7;3.54;1.47
100.0;4.0;5.0;96123.0;1061.57;1081.95;1061.57;0.14;0.02;0.84
252.0;4.0;1.0;96123.0;170.56;178.75;170.46;5.5;1.18;105.31
252.0;4.0;2.0;96123.0;325.18;376.5;716.28;1.12;0.69;128.27
252.0;4.0;3.0;96123.0;2545.62;3025.82;2545.62;1.93;0.31;7.23
252.0;4.0;4.0;96123.0;526.59;533.8;526.68;7.69;0.74;6.96
252.0;4.0;5.0;96123.0;2373.13;2384.29;NaN;4.2;0.08;7.31
500.0;4.0;1.0;96123.0;363.13;394.08;364.71;9.69;9.02;31.39
500.0;4.0;2.0;96123.0;709.99;725.35;709.99;9.15;1.88;58.63
500.0;4.0;3.0;96123.0;5867.99;5868.58;NaN;181.82;1.0;180.6
500.0;4.0;4.0;96123.0;1038.34;1061.93;1035.49;8.33;1.81;67.66
500.0;4.0;5.0;96123.0;4967.14;5008.62;NaN;154.72;0.19;181.08
1000.0;4.0;1.0;96123.0;710.68;719.37;709.26;33.94;21.26;116.59
1000.0;4.0;2.0;96123.0;1377.26;1394.21;1379.87;29.25;6.77;29.58
1000.0;4.0;3.0;96123.0;11873.47;11873.93;NaN;181.6;1.22;182.13
1000.0;4.0;4.0;96123.0;1919.62;1934.69;1919.62;28.89;9.3;64.1
1000.0;4.0;5.0;96123.0;9501.16;9501.39;NaN;182.36;0.24;180.33
52.0;4.0;1.0;54765.0;28.86;32.6;28.86;0.08;0.01;1.03
52.0;4.0;2.0;54765.0;101.37;110.56;104.49;0.43;0.35;0.71
52.0;4.0;3.0;54765.0;475.64;522.13;617.94;0.12;0.01;0.5
52.0;4.0;4.0;54765.0;237.59;239.96;237.59;0.11;0.0;0.94
52.0;4.0;5.0;54765.0;387.11;431.83;387.68;0.61;0.04;0.48
100.0;4.0;1.0;54765.0;84.11;90.29;81.78;0.49;0.03;3.42
100.0;4.0;2.0;54765.0;138.52;142.22;135.59;3.48;3.29;3.03
100.0;4.0;3.0;54765.0;901.78;1020.0;901.78;0.29;0.09;1.47
100.0;4.0;4.0;54765.0;394.41;472.91;402.76;0.25;0.11;1.58
100.0;4.0;5.0;54765.0;862.0;1005.44;862.0;0.16;0.01;0.8
252.0;4.0;1.0;54765.0;177.45;181.99;NaN;21.0;9.15;109.93
252.0;4.0;2.0;54765.0;352.29;387.73;351.52;5.47;4.95;12.39
252.0;4.0;3.0;54765.0;2765.6;5805.12;2646.26;11.52;10.12;4.28
252.0;4.0;4.0;54765.0;679.61;715.19;679.61;0.26;0.01;3.57
252.0;4.0;5.0;54765.0;1969.11;2187.41;1969.11;0.37;0.04;5.33
500.0;4.0;1.0;54765.0;385.68;422.25;373.92;9.54;8.57;110.89
500.0;4.0;2.0;54765.0;662.27;675.03;NaN;7.56;7.05;67.38
500.0;4.0;3.0;54765.0;4236.45;5511.57;NaN;132.59;1.57;180.65
500.0;4.0;4.0;54765.0;1185.39;1200.34;1185.39;0.87;0.03;6.64
500.0;4.0;5.0;54765.0;3887.23;4225.18;3887.23;0.55;0.05;10.25
1000.0;4.0;1.0;54765.0;736.46;752.07;743.21;13.5;7.67;132.05
1000.0;4.0;2.0;54765.0;1204.69;1241.5;1204.89;16.99;13.01;86.17
1000.0;4.0;3.0;54765.0;11017.84;11017.96;NaN;183.87;2.17;182.78
1000.0;4.0;4.0;54765.0;2195.23;2323.05;2195.23;1.13;0.18;12.49
1000.0;4.0;5.0;54765.0;7612.65;8078.95;7612.65;48.32;3.62;102.95
52.0;4.0;1.0;11746.0;41.42;52.52;41.8;0.12;0.05;0.6
52.0;4.0;2.0;11746.0;163.28;181.64;163.28;0.18;0.09;1.61
52.0;4.0;3.0;11746.0;496.83;1025.43;496.83;1.57;1.49;0.72
52.0;4.0;4.0;11746.0;305.48;334.81;307.35;0.13;0.0;1.26
52.0;4.0;5.0;11746.0;689.39;807.65;689.39;0.21;0.14;0.54
100.0;4.0;1.0;11746.0;74.76;83.51;74.76;0.23;0.13;2.69
100.0;4.0;2.0;11746.0;229.84;242.05;229.65;0.8;0.01;1.18
100.0;4.0;3.0;11746.0;1018.82;1459.31;1018.82;0.55;0.01;4.44
100.0;4.0;4.0;11746.0;362.99;397.61;362.99;0.21;0.11;0.81
100.0;4.0;5.0;11746.0;1164.3;1172.97;1164.3;0.12;0.01;0.96
252.0;4.0;1.0;11746.0;144.2;150.94;137.91;0.85;0.51;107.89
252.0;4.0;2.0;11746.0;375.81;395.04;393.55;5.37;5.09;31.8
252.0;4.0;3.0;11746.0;2374.5;3916.09;2374.5;0.47;0.04;4.57
252.0;4.0;4.0;11746.0;622.47;626.41;624.08;0.24;0.01;6.55
252.0;4.0;5.0;11746.0;2964.73;5269.27;2964.73;3.99;0.03;7.68
500.0;4.0;1.0;11746.0;319.78;338.07;328.99;8.28;7.81;105.83
500.0;4.0;2.0;11746.0;680.5;727.04;689.97;4.01;1.54;37.28
500.0;4.0;3.0;11746.0;4715.07;7116.5;4715.06;70.5;0.73;20.57
500.0;4.0;4.0;11746.0;1118.58;1150.62;1118.58;0.75;0.11;41.0
500.0;4.0;5.0;11746.0;5787.76;5834.21;5787.76;75.0;0.05;75.18
1000.0;4.0;1.0;11746.0;661.22;719.64;681.53;6.52;0.42;110.95
1000.0;4.0;2.0;11746.0;1345.54;1381.1;1350.56;3.15;2.17;133.29
1000.0;4.0;3.0;11746.0;14584.57;14584.85;NaN;183.15;1.15;181.82
1000.0;4.0;4.0;11746.0;2080.37;2116.58;2080.37;1.09;0.19;165.5
1000.0;4.0;5.0;11746.0;11177.38;11177.42;NaN;180.11;0.11;180.19
52.0;4.0;1.0;87904.0;36.61;46.53;36.61;0.09;0.04;0.82
52.0;4.0;2.0;87904.0;96.07;109.27;95.27;1.87;0.1;0.44
52.0;4.0;3.0;87904.0;500.96;509.51;582.99;0.1;0.01;0.76
52.0;4.0;4.0;87904.0;191.04;203.54;191.04;0.08;0.0;0.47
52.0;4.0;5.0;87904.0;381.45;395.05;381.45;0.36;0.0;0.49
100.0;4.0;1.0;87904.0;73.21;77.69;73.24;0.52;0.43;103.01
100.0;4.0;2.0;87904.0;165.57;168.32;171.01;0.37;0.24;17.61
100.0;4.0;3.0;87904.0;881.54;1226.01;972.69;0.45;0.31;1.82
100.0;4.0;4.0;87904.0;351.21;362.12;351.21;0.13;0.01;0.69
100.0;4.0;5.0;87904.0;700.93;793.19;700.93;1.02;0.01;1.17
252.0;4.0;1.0;87904.0;169.52;177.32;NaN;3.96;3.65;19.44
252.0;4.0;2.0;87904.0;340.9;347.27;340.9;0.38;0.03;9.37
252.0;4.0;3.0;87904.0;2411.53;2747.58;2408.02;1.77;0.36;3.46
252.0;4.0;4.0;87904.0;600.69;632.91;600.69;0.29;0.03;2.34
252.0;4.0;5.0;87904.0;1878.75;2032.83;1878.75;0.89;0.52;3.2
500.0;4.0;1.0;87904.0;381.51;390.74;381.62;3.76;0.12;137.93
500.0;4.0;2.0;87904.0;758.31;826.61;744.21;2.42;1.57;6.88
500.0;4.0;3.0;87904.0;5461.82;5462.41;4596.39;183.11;2.24;45.34
500.0;4.0;4.0;87904.0;1176.53;1208.47;1176.53;0.69;0.03;118.72
500.0;4.0;5.0;87904.0;3570.02;3582.35;3570.02;17.54;1.89;19.17
1000.0;4.0;1.0;87904.0;747.94;781.75;747.95;26.25;9.33;115.78
1000.0;4.0;2.0;87904.0;1438.24;1489.33;1434.33;118.83;1.23;43.38
1000.0;4.0;3.0;87904.0;10307.81;10307.85;NaN;182.66;1.87;180.18
1000.0;4.0;4.0;87904.0;2255.81;2255.87;2255.81;1.05;0.29;11.98
1000.0;4.0;5.0;87904.0;7040.78;7043.67;NaN;194.59;12.46;181.13
52.0;4.0;1.0;59295.0;42.14;53.79;35.75;0.51;0.01;0.99
52.0;4.0;2.0;59295.0;69.85;69.87;338.68;1.44;0.05;13.07
52.0;4.0;3.0;59295.0;335.07;350.02;329.79;0.23;0.16;0.77
52.0;4.0;4.0;59295.0;166.35;166.74;166.35;0.08;0.0;0.96
52.0;4.0;5.0;59295.0;797.56;986.28;826.9;0.13;0.06;1.6
100.0;4.0;1.0;59295.0;78.67;83.04;78.59;3.27;0.28;2.58
100.0;4.0;2.0;59295.0;137.98;139.62;140.38;0.92;0.09;1.55
100.0;4.0;3.0;59295.0;665.64;807.93;656.18;0.16;0.01;0.75
100.0;4.0;4.0;59295.0;262.85;264.74;262.85;0.13;0.0;1.22
100.0;4.0;5.0;59295.0;1439.34;1581.74;1439.34;0.21;0.09;4.02
252.0;4.0;1.0;59295.0;189.22;191.67;NaN;2.49;0.06;31.08
252.0;4.0;2.0;59295.0;330.07;348.01;906.91;8.92;0.68;86.91
252.0;4.0;3.0;59295.0;1639.07;2019.03;1691.18;0.63;0.3;5.29
252.0;4.0;4.0;59295.0;535.56;538.23;535.56;0.28;0.02;5.83
252.0;4.0;5.0;59295.0;3589.16;4996.71;NaN;3.86;0.02;17.07
500.0;4.0;1.0;59295.0;362.82;370.53;360.63;102.84;0.22;106.03
500.0;4.0;2.0;59295.0;680.5;686.62;680.52;4.33;3.72;122.88
500.0;4.0;3.0;59295.0;3720.29;3721.16;NaN;182.49;2.11;181.22
500.0;4.0;4.0;59295.0;1051.49;1055.63;1051.49;23.47;0.05;29.73
500.0;4.0;5.0;59295.0;8096.8;8097.85;7023.54;8.37;1.43;8.48
1000.0;4.0;1.0;59295.0;720.23;760.81;716.26;11.41;2.57;49.87
1000.0;4.0;2.0;59295.0;1335.57;1346.6;NaN;50.42;3.15;163.7
1000.0;4.0;3.0;59295.0;7860.75;7860.91;NaN;196.02;2.71;180.69
1000.0;4.0;4.0;59295.0;2017.13;2017.17;NaN;1.37;0.07;181.22
1000.0;4.0;5.0;59295.0;16326.92;16327.3;NaN;181.55;0.94;181.28
52.0;4.0;1.0;48563.0;30.85;39.12;31.07;0.1;0.01;0.9
52.0;4.0;2.0;48563.0;107.46;126.14;107.46;0.22;0.05;0.42
52.0;4.0;3.0;48563.0;456.73;696.85;456.73;0.14;0.05;0.45
52.0;4.0;4.0;48563.0;124.03;128.93;124.03;0.13;0.0;0.64
52.0;4.0;5.0;48563.0;356.66;567.62;356.66;4.08;0.0;0.43
100.0;4.0;1.0;48563.0;61.45;63.98;NaN;0.45;0.36;55.7
100.0;4.0;2.0;48563.0;172.28;188.75;170.41;3.35;0.4;2.22
100.0;4.0;3.0;48563.0;894.06;1308.93;894.06;0.32;0.0;1.02
100.0;4.0;4.0;48563.0;248.27;251.29;NaN;0.19;0.0;10.1
100.0;4.0;5.0;48563.0;640.18;649.42;640.18;0.17;0.01;1.77
252.0;4.0;1.0;48563.0;179.94;188.95;NaN;1.89;1.37;41.03
252.0;4.0;2.0;48563.0;354.7;397.77;354.77;14.46;1.67;3.53
252.0;4.0;3.0;48563.0;2431.69;2819.06;2431.64;1.28;0.03;3.43
252.0;4.0;4.0;48563.0;559.79;561.35;559.79;0.46;0.26;2.15
252.0;4.0;5.0;48563.0;1628.46;1664.58;1628.46;2.1;0.07;4.67
500.0;4.0;1.0;48563.0;330.53;337.91;330.53;5.27;2.31;103.27
500.0;4.0;2.0;48563.0;639.81;641.27;640.12;10.25;3.33;5.64
500.0;4.0;3.0;48563.0;4700.31;7927.21;4700.31;82.51;1.29;32.24
500.0;4.0;4.0;48563.0;965.07;965.11;965.07;0.77;0.02;19.92
500.0;4.0;5.0;48563.0;3098.51;3789.25;3098.51;12.53;10.25;6.89
1000.0;4.0;1.0;48563.0;712.64;755.3;724.73;3.24;2.44;106.17
1000.0;4.0;2.0;48563.0;1337.96;1365.72;1338.08;40.19;18.32;131.87
1000.0;4.0;3.0;48563.0;15261.0;15261.49;NaN;183.39;2.78;203.52
1000.0;4.0;4.0;48563.0;1985.73;1998.27;1985.73;19.88;0.36;41.05
1000.0;4.0;5.0;48563.0;6261.57;6261.97;NaN;181.93;1.04;231.25
52.0;4.0;1.0;30415.0;37.73;45.05;37.73;1.16;0.07;1.46
