Numero_de_pontos;Numero_de_cluster;Numero_de_Blobs;Semente;FOB_Algoritmo_Proposto;FOB_Algoritmo_Original;FOB_BeB;Tempo_Algoritmo_Proposto;Tempo_Algoritmo_Original;Tempo_BeB
252.0;3;5.0;30415.0;3589.23;3814.3;3589.23;0.34;0.02;2.27
501.0;3;1.0;30415.0;439.23;461.17;439.23;10.04;9.34;131.52
501.0;3;2.0;30415.0;4891.96;6084.55;4891.96;0.69;0.36;3.65
501.0;3;3.0;30415.0;1128.31;1133.0;NaN;16.42;0.02;180.86
501.0;3;4.0;30415.0;5821.78;6314.62;5821.78;12.21;7.23;27.59
501.0;3;5.0;30415.0;7053.64;7522.17;7053.64;44.24;0.95;55.54
1002.0;3;1.0;30415.0;859.18;874.42;863.3;21.16;15.78;109.48
1002.0;3;2.0;30415.0;9363.1;12433.07;NaN;34.76;4.86;20.49
1002.0;3;3.0;30415.0;2081.86;2086.14;NaN;165.17;0.05;180.24
1002.0;3;4.0;30415.0;12066.8;12206.71;11472.75;195.45;15.28;173.54
1002.0;3;5.0;30415.0;15512.7;15512.99;NaN;180.93;0.82;182.09
51.0;3;1.0;15711.0;47.29;53.05;46.73;0.26;0.0;1.13
51.0;3;2.0;15711.0;887.71;1002.08;889.22;0.09;0.0;0.4
51.0;3;3.0;15711.0;164.12;169.44;164.12;0.08;0.0;2.17
51.0;3;4.0;15711.0;759.69;761.68;759.69;0.2;0.0;0.66
51.0;3;5.0;15711.0;548.04;551.09;548.04;0.09;0.0;0.35
102.0;3;1.0;15711.0;90.26;97.2;NaN;1.5;1.43;46.35
102.0;3;2.0;15711.0;1933.77;2140.97;1933.77;0.18;0.09;1.56
102.0;3;3.0;15711.0;307.53;308.61;307.53;0.11;0.01;0.67
102.0;3;4.0;15711.0;1458.89;1462.28;1458.89;0.17;0.0;0.88
102.0;3;5.0;15711.0;958.62;958.82;958.62;0.11;0.01;0.64
252.0;3;1.0;15711.0;238.56;253.03;240.34;5.11;3.46;5.53
252.0;3;2.0;15711.0;4703.86;5238.62;4703.97;0.49;0.19;4.82
252.0;3;3.0;15711.0;575.78;577.29;575.78;0.2;0.01;5.09
252.0;3;4.0;15711.0;3363.57;3375.5;3363.57;0.24;0.02;1.85
252.0;3;5.0;15711.0;2566.45;2568.38;2566.45;0.2;0.01;1.39
501.0;3;1.0;15711.0;459.11;469.72;459.1;7.41;5.52;104.28
501.0;3;2.0;15711.0;9475.06;15771.27;NaN;76.46;3.48;27.04
501.0;3;3.0;15711.0;1086.45;1086.69;NaN;0.33;0.01;23.0
501.0;3;4.0;15711.0;12180.39;12180.53;6614.89;13.97;0.04;6.3
501.0;3;5.0;15711.0;5107.34;5107.37;NaN;0.34;0.06;181.34
1002.0;3;1.0;15711.0;894.27;924.51;894.91;18.06;4.24;102.75
1002.0;3;2.0;15711.0;19135.13;23679.34;NaN;65.8;5.3;181.95
1002.0;3;3.0;15711.0;2042.13;2042.4;NaN;0.75;0.07;182.01
1002.0;3;4.0;15711.0;13250.06;13250.33;13224.7;181.23;0.19;137.98
1002.0;3;5.0;15711.0;10194.88;10195.25;NaN;0.63;0.05;180.46
51.0;3;1.0;6558.0;38.5;48.62;38.5;0.16;0.04;0.56
51.0;3;2.0;6558.0;294.02;299.43;294.02;0.17;0.0;0.39
51.0;3;3.0;6558.0;156.5;163.13;156.5;0.07;0.0;0.26
51.0;3;4.0;6558.0;502.43;505.63;502.43;0.11;0.0;0.41
51.0;3;5.0;6558.0;655.75;660.77;655.75;0.2;0.12;0.48
102.0;3;1.0;6558.0;77.24;85.21;NaN;0.15;0.07;58.02
102.0;3;2.0;6558.0;527.88;602.16;527.88;1.13;1.04;1.63
102.0;3;3.0;6558.0;245.73;253.47;245.73;0.1;0.0;1.2
102.0;3;4.0;6558.0;1176.15;1177.76;1758.05;0.15;0.0;22.57
102.0;3;5.0;6558.0;1103.44;1103.86;1103.44;0.28;0.08;1.2
252.0;3;1.0;6558.0;235.06;237.74;230.24;3.74;3.54;101.7
252.0;3;2.0;6558.0;1254.55;1559.2;1254.55;0.41;0.21;3.31
252.0;3;3.0;6558.0;562.04;563.03;562.04;0.23;0.01;2.55
252.0;3;4.0;6558.0;2875.6;2880.4;2875.6;0.19;0.02;1.98
252.0;3;5.0;6558.0;2754.55;2757.28;2754.55;0.4;0.16;2.47
501.0;3;1.0;6558.0;461.93;463.51;NaN;5.46;0.63;100.02
501.0;3;2.0;6558.0;2645.44;3941.24;2645.51;5.84;4.27;9.52
501.0;3;3.0;6558.0;1037.36;1038.15;NaN;0.3;0.01;18.59
501.0;3;4.0;6558.0;5746.89;5778.87;5746.89;6.29;0.09;14.07
501.0;3;5.0;6558.0;5232.73;5233.71;5230.75;0.34;0.03;22.75
1002.0;3;1.0;6558.0;906.62;909.26;NaN;13.24;5.92;153.5
1002.0;3;2.0;6558.0;5214.37;6420.71;5214.37;73.82;7.62;63.73
1002.0;3;3.0;6558.0;2008.99;2009.22;2008.99;0.56;0.04;77.64
1002.0;3;4.0;6558.0;11746.0;11746.27;NaN;181.45;0.73;180.32
1002.0;3;5.0;6558.0;9801.03;9801.4;NaN;1.34;0.74;180.89
51.0;3;1.0;29200.0;43.23;53.35;43.11;0.38;0.0;0.23
51.0;3;2.0;29200.0;1169.6;1619.27;1169.6;0.47;0.4;0.31
51.0;3;3.0;29200.0;192.45;200.4;192.45;0.15;0.0;0.36
51.0;3;4.0;29200.0;956.13;1084.36;956.13;0.12;0.0;0.48
51.0;3;5.0;29200.0;1022.2;1056.61;1045.21;0.19;0.0;0.31
102.0;3;1.0;29200.0;85.15;86.83;85.15;0.28;0.08;3.28
102.0;3;2.0;29200.0;2386.87;2630.35;2386.87;0.19;0.01;0.47
102.0;3;3.0;29200.0;235.29;237.9;235.29;0.11;0.0;5.26
102.0;3;4.0;29200.0;1747.85;1894.64;1747.85;0.11;0.0;1.21
102.0;3;5.0;29200.0;1856.22;1980.54;1856.22;0.2;0.07;0.82
252.0;3;1.0;29200.0;241.17;243.42;242.72;3.45;3.28;103.58
252.0;3;2.0;29200.0;6158.54;6729.46;6175.28;0.36;0.14;23.12
252.0;3;3.0;29200.0;597.84;599.33;597.84;0.21;0.01;2.26
252.0;3;4.0;29200.0;4509.18;4835.09;4509.3;0.48;0.32;4.45
252.0;3;5.0;29200.0;4559.27;4598.14;4559.27;0.21;0.01;3.09
501.0;3;1.0;29200.0;480.18;483.37;NaN;7.89;7.59;23.53
501.0;3;2.0;29200.0;12620.16;14461.33;12620.49;3.4;1.84;17.18
501.0;3;3.0;29200.0;1193.09;1193.76;1193.09;0.38;0.01;7.84
501.0;3;4.0;29200.0;9190.16;9871.07;9190.16;1.93;0.33;10.28
501.0;3;5.0;29200.0;9012.5;9048.1;9012.5;17.81;0.09;26.02
1002.0;3;1.0;29200.0;925.56;967.85;NaN;21.34;18.2;109.11
1002.0;3;2.0;29200.0;25362.43;29620.93;25362.43;64.12;1.44;111.85
1002.0;3;3.0;29200.0;2149.95;2150.24;NaN;0.53;0.03;30.34
1002.0;3;4.0;29200.0;17913.84;19592.21;17913.84;115.41;2.57;86.3
1002.0;3;5.0;29200.0;17942.06;18144.75;NaN;142.1;0.7;180.62
51.0;3;1.0;28811.0;53.91;58.8;53.11;0.1;0.04;0.68
51.0;3;2.0;28811.0;153.53;155.69;153.53;0.1;0.04;0.8
51.0;3;3.0;28811.0;163.53;165.67;163.53;0.14;0.0;0.64
51.0;3;4.0;28811.0;409.79;412.84;409.79;0.1;0.0;0.57
51.0;3;5.0;28811.0;490.03;522.0;920.28;0.19;0.0;3.25
102.0;3;1.0;28811.0;88.27;90.5;NaN;0.77;0.12;37.3
102.0;3;2.0;28811.0;238.9;263.62;238.9;0.12;0.01;0.73
102.0;3;3.0;28811.0;269.88;272.03;547.93;0.13;0.0;10.91
102.0;3;4.0;28811.0;843.8;864.34;843.8;0.14;0.0;0.97
102.0;3;5.0;28811.0;1057.42;1377.41;1057.42;0.2;0.01;0.92
252.0;3;1.0;28811.0;227.63;229.7;216.71;0.65;0.51;104.29
252.0;3;2.0;28811.0;684.26;774.82;683.31;0.48;0.29;3.11
252.0;3;3.0;28811.0;537.71;538.23;690.54;0.17;0.0;12.44
252.0;3;4.0;28811.0;1995.95;2018.56;NaN;0.34;0.17;37.26
252.0;3;5.0;28811.0;2494.4;3271.16;2494.4;3.11;2.9;1.99
501.0;3;1.0;28811.0;448.08;453.68;462.41;4.92;4.63;107.32
501.0;3;2.0;28811.0;1309.56;1745.09;1309.64;6.56;6.01;109.98
501.0;3;3.0;28811.0;1057.61;1065.38;6132.39;1.4;0.02;174.43
501.0;3;4.0;28811.0;3898.81;3990.13;3898.81;3.77;0.02;7.5
501.0;3;5.0;28811.0;4849.23;5446.45;4849.23;6.85;5.11;12.48
1002.0;3;1.0;28811.0;941.11;984.77;964.76;20.68;20.11;141.18
1002.0;3;2.0;28811.0;2511.49;2682.15;2511.49;63.96;7.0;167.86
1002.0;3;3.0;28811.0;2116.69;2120.88;NaN;20.11;0.03;8.17
1002.0;3;4.0;28811.0;7439.39;7508.71;7439.39;47.62;0.64;154.32
1002.0;3;5.0;28811.0;9490.02;10718.22;NaN;177.0;9.57;180.37
51.0;3;1.0;80131.0;57.13;72.59;57.13;0.07;0.0;0.32
51.0;3;2.0;80131.0;1226.32;1256.0;1226.32;0.07;0.0;0.29
51.0;3;3.0;80131.0;227.69;248.14;227.69;0.22;0.06;1.22
51.0;3;4.0;80131.0;913.59;933.51;955.8;0.2;0.14;0.5
51.0;3;5.0;80131.0;1019.97;1105.11;1019.97;1.83;1.46;0.49
102.0;3;1.0;80131.0;102.14;108.09;102.14;1.81;1.73;1.92
102.0;3;2.0;80131.0;2263.61;2719.09;2263.61;0.91;0.81;0.66
102.0;3;3.0;80131.0;314.2;330.02;618.99;0.35;0.1;24.76
102.0;3;4.0;80131.0;1623.76;2071.92;1623.76;1.56;0.0;3.33
102.0;3;5.0;80131.0;2195.36;2640.99;3437.32;1.55;1.45;4.39
252.0;3;1.0;80131.0;205.16;211.16;205.16;0.35;0.22;2.12
252.0;3;2.0;80131.0;6183.36;7790.07;6541.61;0.71;0.53;22.66
252.0;3;3.0;80131.0;579.79;581.05;580.2;0.98;0.73;122.64
252.0;3;4.0;80131.0;3831.02;4005.01;4064.9;0.5;0.19;14.18
252.0;3;5.0;80131.0;5314.57;6049.31;5314.57;4.04;3.59;3.7
501.0;3;1.0;80131.0;452.45;457.49;452.45;8.67;7.19;111.37
501.0;3;2.0;80131.0;12419.9;15431.77;12419.9;9.5;2.23;125.37
501.0;3;3.0;80131.0;993.94;997.33;22370.86;28.96;1.03;94.35
501.0;3;4.0;80131.0;7731.86;8331.2;7731.86;15.46;0.36;12.64
501.0;3;5.0;80131.0;10775.12;11581.48;10775.12;4.56;0.68;15.56
1002.0;3;1.0;80131.0;896.04;921.48;896.4;23.77;14.23;45.02
1002.0;3;2.0;80131.0;24798.61;33449.45;NaN;122.97;9.07;86.72
1002.0;3;3.0;80131.0;1869.01;1869.24;NaN;181.23;1.01;56.68
1002.0;3;4.0;80131.0;15452.26;15777.86;15959.31;83.88;27.11;117.65
1002.0;3;5.0;80131.0;21929.59;25181.28;NaN;161.56;15.66;86.83
51.0;3;1.0;94680.0;38.98;52.24;43.47;0.2;0.01;0.57
51.0;3;2.0;94680.0;1347.61;1457.09;1347.61;0.09;0.0;1.17
51.0;3;3.0;94680.0;245.81;246.24;245.81;0.08;0.0;1.11
51.0;3;4.0;94680.0;1532.43;2207.75;1769.07;0.35;0.0;0.37
51.0;3;5.0;94680.0;660.88;691.61;663.61;0.18;0.0;0.38
102.0;3;1.0;94680.0;87.1;91.29;NaN;0.32;0.24;78.37
102.0;3;2.0;94680.0;2774.23;3143.73;2774.23;0.2;0.01;0.6
102.0;3;3.0;94680.0;323.66;327.97;323.66;0.1;0.0;0.56
102.0;3;4.0;94680.0;2972.73;4498.74;2972.73;3.07;1.79;1.14
102.0;3;5.0;94680.0;1265.21;1304.41;1265.21;0.32;0.18;1.01
252.0;3;1.0;94680.0;243.0;245.91;238.33;0.75;0.62;1.42
252.0;3;2.0;94680.0;6937.63;7622.74;6937.59;2.87;1.58;1.33
252.0;3;3.0;94680.0;646.37;646.52;646.37;0.27;0.01;1.63
252.0;3;4.0;94680.0;6835.72;10020.54;6835.72;10.12;3.94;5.86
252.0;3;5.0;94680.0;3286.85;3624.48;3286.85;4.09;3.92;26.84
501.0;3;1.0;94680.0;439.17;458.92;435.59;10.6;5.82;10.45
501.0;3;2.0;94680.0;14023.3;16907.49;NaN;4.13;2.54;200.34
501.0;3;3.0;94680.0;1061.78;1062.4;1061.78;0.36;0.02;9.0
501.0;3;4.0;94680.0;14001.58;20095.6;14001.58;26.11;1.03;13.71
501.0;3;5.0;94680.0;6641.65;7260.64;6641.65;13.41;0.19;30.38
1002.0;3;1.0;94680.0;903.38;911.42;904.23;18.76;15.18;39.46
1002.0;3;2.0;94680.0;28239.27;32606.13;NaN;53.98;4.05;181.98
1002.0;3;3.0;94680.0;2155.72;2155.77;NaN;0.67;0.05;72.02
1002.0;3;4.0;94680.0;28110.96;35801.5;28110.96;101.96;0.32;85.21
1002.0;3;5.0;94680.0;14284.13;14284.29;NaN;182.63;1.43;180.04
