Numero_de_pontos;Numero_de_cluster;Numero_de_Blobs;Semente;FOB_Algoritmo_Proposto;FOB_Algoritmo_Original;FOB_BeB;Tempo_Algoritmo_Proposto;Tempo_Algoritmo_Original;Tempo_BeB
51.0;3;1.0;85380.0;46.12;51.71;45.67;0.15;0.04;0.37
51.0;3;2.0;85380.0;87.18;89.98;89.6;0.11;0.0;0.85
51.0;3;3.0;85380.0;199.47;207.11;199.47;0.08;0.0;0.56
51.0;3;4.0;85380.0;656.57;667.5;656.57;0.22;0.07;0.35
51.0;3;5.0;85380.0;1054.04;1055.39;896.02;0.18;0.0;0.47
102.0;3;1.0;85380.0;97.65;103.01;NaN;0.21;0.13;46.59
102.0;3;2.0;85380.0;188.79;191.82;188.72;2.21;1.66;1.58
102.0;3;3.0;85380.0;334.75;341.08;716.26;0.12;0.0;40.27
102.0;3;4.0;85380.0;1249.41;1704.4;1249.47;6.08;0.09;1.14
102.0;3;5.0;85380.0;1905.18;1909.93;2063.35;0.14;0.06;1.01
252.0;3;1.0;85380.0;192.62;195.76;NaN;2.43;2.27;35.75
252.0;3;2.0;85380.0;362.9;385.76;NaN;3.99;3.84;13.83
252.0;3;3.0;85380.0;510.52;512.37;NaN;0.2;0.01;12.11
252.0;3;4.0;85380.0;2885.41;2897.74;2885.41;0.18;0.01;1.93
252.0;3;5.0;85380.0;4720.72;4752.59;5171.17;0.36;0.2;5.96
501.0;3;1.0;85380.0;423.9;428.23;423.9;9.58;9.27;13.41
501.0;3;2.0;85380.0;753.52;806.33;753.37;4.92;4.62;105.1
501.0;3;3.0;85380.0;1053.04;1111.57;1053.04;10.32;0.04;25.99
501.0;3;4.0;85380.0;5530.36;5588.05;5530.36;0.43;0.03;2.74
501.0;3;5.0;85380.0;9268.7;9331.3;9056.33;4.93;0.04;72.78
1002.0;3;1.0;85380.0;869.34;891.9;871.64;22.81;20.19;47.37
1002.0;3;2.0;85380.0;1504.0;1565.51;1504.0;43.95;14.34;138.77
1002.0;3;3.0;85380.0;1985.02;1985.16;NaN;0.75;0.03;109.31
1002.0;3;4.0;85380.0;11640.21;11640.51;NaN;180.72;0.04;180.89
1002.0;3;5.0;85380.0;17840.24;19826.71;NaN;87.59;0.34;180.93
51.0;3;1.0;57199.0;46.54;54.41;50.55;0.1;0.01;0.3
51.0;3;2.0;57199.0;595.74;674.41;595.74;0.09;0.0;0.44
51.0;3;3.0;57199.0;229.52;233.44;229.52;0.12;0.0;0.42
51.0;3;4.0;57199.0;541.2;544.43;541.68;0.08;0.0;0.3
51.0;3;5.0;57199.0;1246.48;1275.5;1246.48;0.1;0.0;0.33
102.0;3;1.0;57199.0;84.71;90.27;84.71;0.08;0.01;1.01
102.0;3;2.0;57199.0;1195.75;1447.99;1195.75;0.31;0.22;0.92
102.0;3;3.0;57199.0;365.72;368.64;365.72;0.1;0.0;1.44
102.0;3;4.0;57199.0;992.17;1088.53;992.17;1.45;1.36;1.02
102.0;3;5.0;57199.0;2559.28;2774.44;2559.28;0.34;0.01;0.61
252.0;3;1.0;57199.0;198.36;203.21;198.36;4.35;4.21;104.95
252.0;3;2.0;57199.0;2974.65;3515.78;2974.65;0.46;0.28;1.53
252.0;3;3.0;57199.0;573.0;573.79;573.0;0.28;0.01;27.69
252.0;3;4.0;57199.0;2106.72;2560.0;2106.72;3.9;3.71;2.25
252.0;3;5.0;57199.0;5801.27;5843.81;8344.74;0.35;0.16;3.8
501.0;3;1.0;57199.0;421.62;427.44;NaN;22.6;2.79;116.48
501.0;3;2.0;57199.0;5999.03;7005.49;5999.03;10.99;9.29;5.15
501.0;3;3.0;57199.0;1076.11;1076.92;NaN;0.32;0.01;180.03
501.0;3;4.0;57199.0;4197.84;4844.87;NaN;7.26;6.95;32.24
501.0;3;5.0;57199.0;11943.0;12021.92;11951.15;0.86;0.33;12.22
1002.0;3;1.0;57199.0;837.52;840.94;837.52;21.35;15.57;108.11
1002.0;3;2.0;57199.0;12023.33;13995.05;NaN;86.98;19.08;220.16
1002.0;3;3.0;57199.0;2021.0;2036.19;2021.0;115.12;0.02;156.99
1002.0;3;4.0;57199.0;8083.65;9231.48;8083.65;141.7;14.99;142.62
1002.0;3;5.0;57199.0;23238.82;27553.7;23238.82;89.97;0.14;181.25
51.0;3;1.0;6648.0;37.95;46.35;NaN;1.25;1.2;77.01
51.0;3;2.0;6648.0;1298.32;1367.08;1298.32;0.09;0.0;0.48
51.0;3;3.0;6648.0;278.79;292.49;390.51;0.09;0.03;1.93
51.0;3;4.0;6648.0;1357.67;1540.98;1330.66;0.11;0.0;3.89
51.0;3;5.0;6648.0;1651.34;2180.53;1652.65;0.31;0.03;0.39
102.0;3;1.0;6648.0;87.97;93.21;NaN;0.21;0.13;16.4
102.0;3;2.0;6648.0;2606.03;2734.56;2606.0;0.85;0.01;0.52
102.0;3;3.0;6648.0;404.57;407.68;NaN;0.1;0.0;1.97
102.0;3;4.0;6648.0;3098.11;3215.45;3098.11;0.14;0.0;0.66
102.0;3;5.0;6648.0;3053.37;3433.67;2904.08;0.48;0.07;0.57
252.0;3;1.0;6648.0;230.69;245.54;NaN;3.8;3.65;7.49
252.0;3;2.0;6648.0;7173.42;8275.7;7173.65;0.33;0.16;7.44
252.0;3;3.0;6648.0;682.48;687.01;682.48;0.26;0.01;4.97
252.0;3;4.0;6648.0;8787.88;9701.3;9251.82;0.37;0.01;2.85
252.0;3;5.0;6648.0;6865.4;9217.6;6865.4;0.64;0.01;3.16
501.0;3;1.0;6648.0;438.48;454.33;438.48;77.82;2.41;105.72
501.0;3;2.0;6648.0;13905.59;16709.71;13905.59;2.17;1.64;6.3
501.0;3;3.0;6648.0;1162.88;1163.76;NaN;0.47;0.02;20.95
501.0;3;4.0;6648.0;16480.2;16989.32;NaN;2.13;0.65;91.02
501.0;3;5.0;6648.0;13504.76;14419.29;13240.26;27.72;0.33;43.56
1002.0;3;1.0;6648.0;901.25;932.49;916.8;128.16;10.83;107.46
1002.0;3;2.0;6648.0;27798.2;32958.94;NaN;154.12;20.51;181.04
1002.0;3;3.0;6648.0;2075.26;2155.46;2075.26;94.27;0.77;117.37
1002.0;3;4.0;6648.0;33559.54;34245.85;NaN;96.27;0.09;180.7
1002.0;3;5.0;6648.0;27101.08;32472.25;NaN;165.08;4.42;180.39
51.0;3;1.0;3206.0;38.06;46.11;44.47;0.06;0.0;0.61
51.0;3;2.0;3206.0;160.15;171.28;160.49;0.07;0.0;0.3
51.0;3;3.0;3206.0;213.43;224.89;438.2;0.09;0.0;0.51
51.0;3;4.0;3206.0;476.42;483.77;476.42;0.14;0.0;0.34
51.0;3;5.0;3206.0;537.86;548.74;537.86;0.25;0.0;0.16
102.0;3;1.0;3206.0;91.73;105.05;91.79;1.95;1.87;2.84
102.0;3;2.0;3206.0;258.26;320.65;258.26;1.53;1.35;1.07
102.0;3;3.0;3206.0;364.9;370.56;364.9;0.17;0.0;0.36
102.0;3;4.0;3206.0;852.64;856.06;852.64;0.11;0.0;0.59
102.0;3;5.0;3206.0;865.69;886.84;865.69;0.13;0.01;0.6
252.0;3;1.0;3206.0;200.43;209.72;200.43;5.22;4.58;105.93
252.0;3;2.0;3206.0;524.34;615.17;524.35;1.12;0.03;4.73
252.0;3;3.0;3206.0;597.78;599.91;597.78;0.2;0.01;1.38
252.0;3;4.0;3206.0;1813.47;2144.25;1813.47;0.21;0.02;11.64
252.0;3;5.0;3206.0;1784.16;1901.15;1784.16;0.63;0.01;3.42
501.0;3;1.0;3206.0;437.87;443.06;424.54;11.39;9.25;69.28
501.0;3;2.0;3206.0;1003.67;1257.23;NaN;6.04;5.72;12.43
501.0;3;3.0;3206.0;1091.91;1092.93;1091.91;0.34;0.01;13.42
501.0;3;4.0;3206.0;3376.72;3390.71;3376.72;2.64;0.06;8.5
501.0;3;5.0;3206.0;3524.06;3704.64;NaN;132.5;0.12;30.07
1002.0;3;1.0;3206.0;NaN;898.4;NaN;22.14;13.44;63.84
1002.0;3;2.0;3206.0;2071.68;2545.76;2071.68;98.07;12.32;150.75
1002.0;3;3.0;3206.0;2153.06;2159.15;2153.06;35.27;0.06;109.29
1002.0;3;4.0;3206.0;6812.9;6831.99;6812.9;86.61;0.79;88.55
1002.0;3;5.0;3206.0;6545.67;6545.94;NaN;185.77;0.76;180.9
51.0;3;1.0;96123.0;54.74;62.57;56.51;0.48;0.0;0.3
51.0;3;2.0;96123.0;920.6;1142.37;920.6;0.26;0.16;0.43
51.0;3;3.0;96123.0;191.74;198.88;191.74;0.08;0.0;2.24
51.0;3;4.0;96123.0;837.01;894.66;837.01;0.09;0.0;0.54
51.0;3;5.0;96123.0;849.46;931.13;849.46;0.12;0.0;0.61
102.0;3;1.0;96123.0;100.05;106.64;107.12;0.09;0.01;1.41
102.0;3;2.0;96123.0;1957.04;2152.31;1957.04;0.16;0.09;0.84
102.0;3;3.0;96123.0;314.92;317.43;314.92;0.12;0.0;0.52
102.0;3;4.0;96123.0;2045.1;2846.06;2045.1;1.51;0.23;2.95
102.0;3;5.0;96123.0;1756.87;1769.29;1756.87;0.21;0.01;1.28
252.0;3;1.0;96123.0;232.15;240.45;NaN;3.23;3.0;34.64
252.0;3;2.0;96123.0;4533.58;5100.98;4533.58;0.35;0.17;1.97
252.0;3;3.0;96123.0;574.46;575.31;574.46;0.19;0.0;10.93
252.0;3;4.0;96123.0;5224.72;7172.37;5224.72;17.99;3.94;8.82
252.0;3;5.0;96123.0;4193.25;5879.01;4193.22;1.38;0.01;2.35
501.0;3;1.0;96123.0;463.06;467.69;463.06;73.65;7.18;69.17
501.0;3;2.0;96123.0;8986.38;10049.92;8986.37;2.88;0.18;19.81
501.0;3;3.0;96123.0;1148.86;1164.09;1148.86;5.71;0.02;20.33
501.0;3;4.0;96123.0;10439.55;13792.98;18929.02;14.34;7.69;177.16
501.0;3;5.0;96123.0;8758.84;8845.75;8758.84;0.9;0.38;13.41
1002.0;3;1.0;96123.0;918.48;940.92;916.84;42.85;14.05;104.74
1002.0;3;2.0;96123.0;17909.11;21610.18;17948.88;131.63;11.68;150.82
1002.0;3;3.0;96123.0;2143.29;2143.68;NaN;0.77;0.04;99.58
1002.0;3;4.0;96123.0;21041.9;27815.28;NaN;150.09;15.93;118.19
1002.0;3;5.0;96123.0;16613.62;16734.93;16613.62;1.96;1.31;24.66
51.0;3;1.0;54765.0;45.99;53.55;46.1;0.15;0.0;100.25
51.0;3;2.0;54765.0;103.27;117.93;103.78;0.42;0.29;0.85
51.0;3;3.0;54765.0;182.75;185.25;929.42;0.08;0.0;1.8
51.0;3;4.0;54765.0;864.26;911.68;812.08;0.14;0.0;0.29
51.0;3;5.0;54765.0;558.14;667.65;558.14;0.09;0.0;0.49
102.0;3;1.0;54765.0;102.51;109.99;NaN;0.1;0.01;64.2
102.0;3;2.0;54765.0;205.61;210.83;NaN;0.24;0.15;5.56
102.0;3;3.0;54765.0;282.66;283.58;282.66;0.15;0.0;0.58
102.0;3;4.0;54765.0;1488.24;1663.83;1488.24;0.12;0.01;1.68
102.0;3;5.0;54765.0;1275.36;1498.12;1713.72;0.16;0.07;1.19
252.0;3;1.0;54765.0;216.93;229.72;NaN;10.35;0.04;36.52
252.0;3;2.0;54765.0;446.82;477.25;446.92;2.65;0.71;102.38
252.0;3;3.0;54765.0;598.77;599.23;NaN;0.34;0.01;64.18
252.0;3;4.0;54765.0;3599.9;3609.91;3599.9;0.35;0.19;1.53
252.0;3;5.0;54765.0;2772.66;3251.04;2772.66;0.46;0.2;3.27
501.0;3;1.0;54765.0;482.89;487.45;483.09;7.41;7.11;109.02
501.0;3;2.0;54765.0;812.72;853.5;812.72;9.97;6.39;108.23
501.0;3;3.0;54765.0;1122.58;1122.82;NaN;0.48;0.02;180.59
501.0;3;4.0;54765.0;7181.26;7328.53;7181.26;0.55;0.03;11.73
501.0;3;5.0;54765.0;5720.47;6417.62;5720.47;28.5;8.42;17.56
1002.0;3;1.0;54765.0;922.62;926.22;922.63;23.69;18.15;101.68
1002.0;3;2.0;54765.0;1526.79;1598.44;NaN;22.49;1.54;124.19
1002.0;3;3.0;54765.0;2133.78;2133.92;NaN;0.81;0.08;43.62
1002.0;3;4.0;54765.0;14059.03;14489.6;NaN;132.4;0.1;181.85
1002.0;3;5.0;54765.0;12346.3;12361.86;NaN;199.32;19.2;180.25
51.0;3;1.0;11746.0;50.89;63.04;NaN;0.32;0.2;42.13
51.0;3;2.0;11746.0;197.74;221.78;197.74;0.12;0.03;1.13
51.0;3;3.0;11746.0;182.07;218.99;182.07;0.14;0.0;0.41
51.0;3;4.0;11746.0;1038.67;1058.99;1038.67;0.15;0.0;0.49
51.0;3;5.0;11746.0;891.37;896.44;891.37;0.09;0.0;0.38
102.0;3;1.0;11746.0;86.83;91.96;NaN;1.36;0.15;39.09
102.0;3;2.0;11746.0;307.73;323.06;307.73;0.68;0.08;1.44
102.0;3;3.0;11746.0;343.46;392.46;343.46;0.11;0.0;1.63
102.0;3;4.0;11746.0;2343.74;2346.28;1992.99;0.12;0.01;1.81
102.0;3;5.0;11746.0;1625.79;1627.37;1625.79;0.11;0.0;0.7
252.0;3;1.0;11746.0;178.35;191.89;178.35;0.54;0.24;102.76
252.0;3;2.0;11746.0;622.93;713.6;622.93;2.53;2.36;109.51
252.0;3;3.0;11746.0;490.74;491.56;490.74;0.22;0.01;3.05
252.0;3;4.0;11746.0;6386.81;6405.36;4422.65;0.2;0.02;4.4
252.0;3;5.0;11746.0;4154.68;4284.58;4154.68;0.2;0.02;2.35
501.0;3;1.0;11746.0;418.26;424.95;420.78;7.58;7.28;4.84
501.0;3;2.0;11746.0;1235.92;1451.06;1235.92;3.84;3.5;105.05
501.0;3;3.0;11746.0;1000.98;1021.37;1000.98;9.17;0.39;16.6
501.0;3;4.0;11746.0;12284.61;12342.91;8614.58;3.89;0.06;2.95
501.0;3;5.0;11746.0;7908.87;8105.07;7956.76;2.47;0.03;150.09
1002.0;3;1.0;11746.0;824.21;865.07;824.21;22.15;19.2;135.03
1002.0;3;2.0;11746.0;2285.12;2709.74;NaN;35.98;1.5;182.04
1002.0;3;3.0;11746.0;1988.4;2047.23;NaN;113.3;0.05;180.9
1002.0;3;4.0;11746.0;25080.46;25311.73;16980.8;0.74;0.07;65.54
1002.0;3;5.0;11746.0;16679.71;16679.9;NaN;180.54;0.21;190.04
51.0;3;1.0;87904.0;46.61;53.82;48.73;0.12;0.04;1.43
51.0;3;2.0;87904.0;300.29;358.63;300.29;0.14;0.0;0.4
51.0;3;3.0;87904.0;220.89;225.93;220.89;0.1;0.0;0.64
51.0;3;4.0;87904.0;607.16;616.05;696.03;0.07;0.0;26.97
51.0;3;5.0;87904.0;571.46;580.77;571.46;0.09;0.0;0.58
102.0;3;1.0;87904.0;90.58;105.45;90.54;0.36;0.01;100.37
102.0;3;2.0;87904.0;605.56;718.07;605.56;0.12;0.01;1.44
102.0;3;3.0;87904.0;296.7;296.77;296.7;0.16;0.0;0.84
102.0;3;4.0;87904.0;1208.08;1230.46;1208.58;0.19;0.01;0.68
102.0;3;5.0;87904.0;1143.81;1161.08;1143.81;0.29;0.2;1.02
252.0;3;1.0;87904.0;226.53;243.38;222.71;2.69;2.5;6.46
252.0;3;2.0;87904.0;1452.71;1632.37;1559.06;1.21;0.34;28.19
252.0;3;3.0;87904.0;621.71;638.72;621.71;0.21;0.01;1.76
252.0;3;4.0;87904.0;2618.4;2620.01;2618.4;0.2;0.01;1.46
252.0;3;5.0;87904.0;2896.31;3982.28;2896.19;3.84;1.97;1.97
501.0;3;1.0;87904.0;486.4;495.86;486.38;6.0;5.73;115.41
501.0;3;2.0;87904.0;2896.9;3609.33;3242.33;2.37;0.94;145.41
501.0;3;3.0;87904.0;1169.91;1170.29;1169.91;0.52;0.02;7.4
501.0;3;4.0;87904.0;5196.77;5196.89;5196.8;0.39;0.02;5.85
501.0;3;5.0;87904.0;5504.53;5524.99;5504.53;23.44;0.04;30.38
1002.0;3;1.0;87904.0;963.85;1006.36;985.49;144.01;2.92;105.76
1002.0;3;2.0;87904.0;5750.56;6733.44;NaN;138.22;10.69;77.53
1002.0;3;3.0;87904.0;2265.28;2265.31;2265.28;0.93;0.08;142.45
1002.0;3;4.0;87904.0;9997.72;10013.15;NaN;155.35;0.7;182.38
1002.0;3;5.0;87904.0;10743.24;10784.08;10743.24;123.33;0.13;153.29
51.0;3;1.0;59295.0;43.8;52.11;43.8;0.33;0.28;0.82
51.0;3;2.0;59295.0;530.45;578.33;530.36;0.15;0.0;0.47
51.0;3;3.0;59295.0;167.36;170.42;167.36;0.08;0.0;0.84
51.0;3;4.0;59295.0;402.26;403.04;402.26;0.08;0.0;0.33
51.0;3;5.0;59295.0;1076.11;1287.61;1076.11;0.17;0.0;0.44
102.0;3;1.0;59295.0;90.11;96.43;90.11;0.2;0.06;0.37
102.0;3;2.0;59295.0;1037.01;1254.62;1037.01;0.11;0.01;0.55
102.0;3;3.0;59295.0;298.77;299.55;298.77;0.12;0.0;0.82
102.0;3;4.0;59295.0;1029.5;1031.34;1352.02;0.18;0.01;8.13
102.0;3;5.0;59295.0;2138.81;2509.91;NaN;0.19;0.08;1.96
252.0;3;1.0;59295.0;220.35;225.57;220.39;0.28;0.12;104.16
252.0;3;2.0;59295.0;2391.44;2723.85;2391.44;0.3;0.02;13.39
252.0;3;3.0;59295.0;545.93;640.23;545.93;4.05;3.83;8.03
252.0;3;4.0;59295.0;2494.54;2495.84;2494.81;0.18;0.01;3.84
252.0;3;5.0;59295.0;4779.88;4787.83;4779.88;0.38;0.19;1.27
501.0;3;1.0;59295.0;446.9;470.65;446.77;23.22;7.69;106.0
501.0;3;2.0;59295.0;5003.78;5648.26;5003.75;5.8;4.28;4.45
501.0;3;3.0;59295.0;1070.45;1070.6;NaN;0.29;0.01;4.21
501.0;3;4.0;59295.0;4986.13;4986.6;5010.18;0.34;0.03;131.3
501.0;3;5.0;59295.0;9514.54;9905.05;9514.54;1.5;0.03;22.43
1002.0;3;1.0;59295.0;898.82;910.88;898.82;24.44;15.29;128.3
1002.0;3;2.0;59295.0;9892.34;12060.71;NaN;53.13;1.62;112.45
1002.0;3;3.0;59295.0;2031.14;2031.22;NaN;0.81;0.26;13.12
1002.0;3;4.0;59295.0;10188.24;10188.26;NaN;0.87;0.09;35.54
1002.0;3;5.0;59295.0;22327.32;22550.73;19078.48;190.29;9.29;29.28
51.0;3;1.0;48563.0;35.29;41.25;34.97;0.21;0.08;54.01
51.0;3;2.0;48563.0;854.78;872.25;854.78;0.16;0.0;0.42
51.0;3;3.0;48563.0;117.6;122.75;181.17;0.14;0.0;3.68
51.0;3;4.0;48563.0;535.48;540.8;535.48;0.08;0.0;0.37
51.0;3;5.0;48563.0;413.7;415.5;413.7;0.1;0.0;5.45
102.0;3;1.0;48563.0;78.94;82.47;81.76;1.33;1.27;4.05
102.0;3;2.0;48563.0;1806.08;2208.95;1806.08;0.13;0.01;0.45
102.0;3;3.0;48563.0;233.42;235.97;233.42;0.12;0.0;1.44
102.0;3;4.0;48563.0;1036.41;1047.0;1036.41;0.16;0.01;0.72
102.0;3;5.0;48563.0;865.3;944.46;865.3;0.13;0.01;0.64
252.0;3;1.0;48563.0;225.84;231.93;225.84;6.32;5.12;102.08
252.0;3;2.0;48563.0;4423.61;5417.86;NaN;1.12;0.85;15.42
252.0;3;3.0;48563.0;520.32;521.62;520.32;0.42;0.01;2.51
252.0;3;4.0;48563.0;2382.92;2391.01;2382.92;0.36;0.02;5.64
252.0;3;5.0;48563.0;2039.33;2062.0;2039.33;0.18;0.01;3.44
501.0;3;1.0;48563.0;413.12;418.69;413.12;7.23;6.94;58.21
501.0;3;2.0;48563.0;8873.77;10725.26;9140.46;10.65;9.35;113.36
501.0;3;3.0;48563.0;942.19;942.28;NaN;0.49;0.02;117.94
501.0;3;4.0;48563.0;4567.12;4581.47;4567.51;0.81;0.44;6.62
501.0;3;5.0;48563.0;4009.57;4056.66;4009.57;18.12;0.13;27.41
1002.0;3;1.0;48563.0;883.69;935.75;883.06;179.34;11.73;129.16
1002.0;3;2.0;48563.0;17894.48;22460.16;17894.48;25.31;3.71;98.56
1002.0;3;3.0;48563.0;1967.91;1983.45;NaN;135.66;0.05;180.64
1002.0;3;4.0;48563.0;9319.0;9378.91;9319.0;13.79;0.07;35.16
1002.0;3;5.0;48563.0;7998.13;8032.16;NaN;143.12;0.25;180.18
51.0;3;1.0;30415.0;43.74;48.49;43.73;0.17;0.11;0.5
51.0;3;2.0;30415.0;506.1;562.16;506.1;0.22;0.0;0.27
51.0;3;3.0;30415.0;262.88;269.48;284.63;0.1;0.0;7.52
51.0;3;4.0;30415.0;762.27;968.41;762.27;0.14;0.0;0.51
51.0;3;5.0;30415.0;888.59;896.51;888.59;0.08;0.0;0.34
102.0;3;1.0;30415.0;110.4;112.34;97.87;0.65;0.01;100.27
102.0;3;2.0;30415.0;1015.9;1117.89;1015.9;0.19;0.02;0.94
102.0;3;3.0;30415.0;406.13;432.23;406.13;0.16;0.07;2.3
102.0;3;4.0;30415.0;1463.34;1663.37;1463.34;0.17;0.07;0.95
102.0;3;5.0;30415.0;1718.94;1866.54;1718.94;0.12;0.0;1.07
252.0;3;1.0;30415.0;211.09;217.64;210.98;1.38;0.32;6.82
252.0;3;2.0;30415.0;2373.41;2861.71;2373.41;0.36;0.2;5.31
252.0;3;3.0;30415.0;692.74;721.33;692.74;0.21;0.01;2.0
252.0;3;4.0;30415.0;2986.46;3474.79;2986.46;0.22;0.02;4.62
