Numero_de_pontos;Numero_de_cluster;Numero_de_Blobs;Semente;FOB_Algoritmo_Proposto;FOB_Algoritmo_Original;FOB_BeB;Tempo_Algoritmo_Proposto;Tempo_Algoritmo_Original;Tempo_BeB
250.0;2.0;2.0;48563.0;568.52;569.6;568.52;0.19;0.01;0.56
250.0;2.0;3.0;48563.0;5663.74;5686.99;5663.74;0.15;0.0;1.07
250.0;2.0;4.0;48563.0;3664.78;3665.07;3664.78;0.19;0.0;101.58
250.0;2.0;5.0;48563.0;3704.41;3706.02;3704.41;0.23;0.01;3.83
500.0;2.0;1.0;48563.0;600.12;600.67;597.52;0.42;0.12;1.67
500.0;2.0;2.0;48563.0;981.53;981.76;981.53;0.2;0.0;1.87
500.0;2.0;3.0;48563.0;11356.77;11383.78;11356.77;0.54;0.22;101.94
500.0;2.0;4.0;48563.0;7040.93;7040.95;7040.93;0.22;0.01;6.08
500.0;2.0;5.0;48563.0;7328.83;7346.1;NaN;0.31;0.01;76.09
1000.0;2.0;1.0;48563.0;1293.39;1339.87;1293.34;5.31;2.39;107.16
1000.0;2.0;2.0;48563.0;1990.07;1990.26;1990.07;0.37;0.01;106.19
1000.0;2.0;3.0;48563.0;22900.78;22968.06;22900.78;0.99;0.48;103.16
1000.0;2.0;4.0;48563.0;14032.02;14033.79;14032.02;0.62;0.09;104.76
1000.0;2.0;5.0;48563.0;14843.63;14855.36;14843.63;0.54;0.02;104.07
50.0;2.0;1.0;30415.0;60.03;66.53;60.03;0.13;0.02;0.18
50.0;2.0;2.0;30415.0;154.21;155.57;154.21;0.04;0.0;0.24
50.0;2.0;3.0;30415.0;2247.22;2595.6;2247.22;0.08;0.0;0.38
50.0;2.0;4.0;30415.0;1498.5;1612.82;1498.5;0.2;0.0;0.18
50.0;2.0;5.0;30415.0;1273.12;1274.88;1273.12;0.1;0.0;0.62
100.0;2.0;1.0;30415.0;146.3;152.62;143.95;0.11;0.0;100.21
100.0;2.0;2.0;30415.0;270.09;272.32;270.09;0.08;0.0;0.16
100.0;2.0;3.0;30415.0;4295.67;4826.79;4295.67;0.22;0.0;0.56
100.0;2.0;4.0;30415.0;2697.97;2953.22;2697.97;0.34;0.21;0.65
100.0;2.0;5.0;30415.0;2562.12;2566.31;2562.12;0.09;0.0;0.79
250.0;2.0;1.0;30415.0;304.19;304.74;304.18;0.34;0.16;100.75
250.0;2.0;2.0;30415.0;505.5;505.96;505.5;0.11;0.0;11.13
250.0;2.0;3.0;30415.0;10885.86;11367.09;10885.86;0.42;0.19;1.01
250.0;2.0;4.0;30415.0;5957.09;6208.81;5957.09;0.21;0.02;1.13
250.0;2.0;5.0;30415.0;5606.35;5687.5;5606.35;0.18;0.01;1.12
500.0;2.0;1.0;30415.0;638.78;679.72;638.38;2.16;0.13;103.65
500.0;2.0;2.0;30415.0;1021.96;1022.13;1021.96;0.3;0.01;3.68
500.0;2.0;3.0;30415.0;21188.79;22283.5;21188.79;0.47;0.02;4.59
500.0;2.0;4.0;30415.0;11963.55;12389.22;11963.55;0.39;0.05;103.97
500.0;2.0;5.0;30415.0;10990.42;11143.34;10990.42;0.34;0.02;2.42
1000.0;2.0;1.0;30415.0;1294.63;1308.54;1280.21;6.19;0.41;114.36
1000.0;2.0;2.0;30415.0;1990.92;1991.07;1990.92;0.43;0.02;35.63
1000.0;2.0;3.0;30415.0;42039.89;43200.42;42039.89;0.78;0.04;102.78
1000.0;2.0;4.0;30415.0;23925.46;24591.83;23925.46;1.75;0.95;113.95
1000.0;2.0;5.0;30415.0;22408.22;22786.35;22408.22;4.05;0.03;106.39
50.0;2.0;1.0;15711.0;67.14;72.44;NaN;0.09;0.0;11.28
50.0;2.0;2.0;15711.0;165.48;171.01;165.48;0.06;0.0;0.22
50.0;2.0;3.0;15711.0;1045.8;1051.2;1045.8;0.09;0.0;0.29
50.0;2.0;4.0;15711.0;1157.54;1158.89;1157.54;0.06;0.0;0.22
50.0;2.0;5.0;15711.0;1074.47;1076.04;1074.47;0.1;0.0;0.47
100.0;2.0;1.0;15711.0;147.31;148.91;147.31;0.08;0.0;0.14
100.0;2.0;2.0;15711.0;265.43;266.57;265.43;0.12;0.0;0.42
100.0;2.0;3.0;15711.0;2171.86;2205.54;2171.86;0.09;0.0;1.71
100.0;2.0;4.0;15711.0;2102.35;2103.15;2102.35;0.06;0.0;1.02
100.0;2.0;5.0;15711.0;1942.59;1942.78;1942.59;0.09;0.0;0.47
250.0;2.0;1.0;15711.0;323.62;346.98;323.62;0.34;0.19;100.28
250.0;2.0;2.0;15711.0;560.46;560.96;560.46;0.2;0.0;0.66
250.0;2.0;3.0;15711.0;5596.39;5687.07;5596.39;0.25;0.01;1.45
250.0;2.0;4.0;15711.0;5349.86;5350.34;5349.86;0.14;0.01;0.94
250.0;2.0;5.0;15711.0;5197.57;5204.11;5197.57;0.16;0.01;1.0
500.0;2.0;1.0;15711.0;697.74;706.73;689.24;2.14;0.13;104.08
500.0;2.0;2.0;15711.0;1092.82;1093.25;1092.82;0.2;0.01;114.79
500.0;2.0;3.0;15711.0;11543.99;11785.76;11543.99;0.53;0.17;103.94
500.0;2.0;4.0;15711.0;10456.04;10456.16;10456.04;0.39;0.0;2.5
500.0;2.0;5.0;15711.0;9752.18;9752.38;9752.18;0.51;0.09;1.58
1000.0;2.0;1.0;15711.0;1314.4;1344.43;1314.4;3.73;0.35;105.5
1000.0;2.0;2.0;15711.0;2048.34;2048.5;NaN;0.63;0.02;102.69
1000.0;2.0;3.0;15711.0;23409.25;23740.1;23409.25;0.79;0.02;116.78
1000.0;2.0;4.0;15711.0;21620.54;21620.71;21620.54;0.63;0.01;102.96
1000.0;2.0;5.0;15711.0;19521.53;19521.76;19518.31;0.53;0.03;2.5
50.0;2.0;1.0;6558.0;55.28;59.44;55.28;0.06;0.0;0.31
50.0;2.0;2.0;6558.0;166.28;169.03;166.28;0.07;0.0;1.14
50.0;2.0;3.0;6558.0;837.0;846.47;647.2;0.11;0.0;0.25
50.0;2.0;4.0;6558.0;1096.94;1099.71;1096.94;0.06;0.0;0.33
50.0;2.0;5.0;6558.0;1122.55;1128.42;1122.55;0.06;0.0;0.6
100.0;2.0;1.0;6558.0;131.62;134.93;131.6;0.2;0.04;0.17
100.0;2.0;2.0;6558.0;278.74;280.55;278.74;0.12;0.0;0.53
100.0;2.0;3.0;6558.0;1186.78;1187.12;1186.78;0.08;0.0;0.5
100.0;2.0;4.0;6558.0;2259.98;2260.44;2259.98;0.07;0.0;0.45
100.0;2.0;5.0;6558.0;2191.52;2193.51;2191.52;0.08;0.0;0.52
250.0;2.0;1.0;6558.0;323.69;336.75;323.69;0.29;0.13;0.29
250.0;2.0;2.0;6558.0;581.65;593.98;581.65;0.14;0.0;1.03
250.0;2.0;3.0;6558.0;3219.56;3224.15;3219.56;0.2;0.0;103.1
250.0;2.0;4.0;6558.0;5302.97;5305.92;5302.97;0.22;0.0;1.18
250.0;2.0;5.0;6558.0;5194.53;5202.69;5194.53;0.45;0.24;1.64
500.0;2.0;1.0;6558.0;672.03;684.1;672.03;0.58;0.32;103.01
500.0;2.0;2.0;6558.0;1070.77;1091.23;1070.77;0.92;0.43;0.74
500.0;2.0;3.0;6558.0;7143.89;7144.83;6276.53;0.64;0.32;1.52
500.0;2.0;4.0;6558.0;10710.97;10713.33;10710.97;0.34;0.02;3.25
500.0;2.0;5.0;6558.0;10035.01;10081.92;10035.01;0.55;0.03;102.76
1000.0;2.0;1.0;6558.0;1341.02;1347.58;1341.03;1.41;0.48;5.77
1000.0;2.0;2.0;6558.0;2045.2;2062.09;2045.2;0.6;0.01;1.52
1000.0;2.0;3.0;6558.0;11972.15;11980.62;11972.15;0.78;0.02;111.76
1000.0;2.0;4.0;6558.0;22420.37;22592.24;22420.37;0.9;0.44;107.66
1000.0;2.0;5.0;6558.0;19157.09;19187.86;19157.09;0.73;0.03;107.61
50.0;2.0;1.0;29200.0;52.2;55.1;52.2;0.06;0.0;19.29
50.0;2.0;2.0;29200.0;192.93;197.6;192.93;0.04;0.0;0.78
50.0;2.0;3.0;29200.0;1184.48;1191.8;1184.48;0.11;0.0;0.22
50.0;2.0;4.0;29200.0;2570.66;2571.41;2057.74;0.08;0.02;0.74
50.0;2.0;5.0;29200.0;1381.21;1381.42;1381.21;0.1;0.0;0.33
100.0;2.0;1.0;29200.0;130.22;146.57;130.11;0.17;0.01;100.75
100.0;2.0;2.0;29200.0;287.07;288.33;287.07;0.08;0.0;0.63
100.0;2.0;3.0;29200.0;2266.74;2268.85;2266.74;0.17;0.0;1.49
100.0;2.0;4.0;29200.0;4826.11;4828.29;3907.48;0.19;0.0;0.63
100.0;2.0;5.0;29200.0;2633.8;2636.82;2633.8;0.13;0.0;0.89
250.0;2.0;1.0;29200.0;348.9;368.48;349.99;0.59;0.02;0.41
250.0;2.0;2.0;29200.0;645.91;646.79;645.91;0.14;0.0;0.92
250.0;2.0;3.0;29200.0;5746.71;5772.02;5746.76;0.29;0.14;2.19
250.0;2.0;4.0;29200.0;10018.48;10036.93;10024.78;0.23;0.0;3.81
250.0;2.0;5.0;29200.0;6957.05;6958.33;6957.05;0.16;0.01;1.13
500.0;2.0;1.0;29200.0;738.84;739.84;738.84;0.98;0.75;102.88
500.0;2.0;2.0;29200.0;1159.69;1160.35;1159.69;0.35;0.01;8.98
500.0;2.0;3.0;29200.0;11964.65;11996.24;11964.65;0.36;0.01;12.25
500.0;2.0;4.0;29200.0;20410.23;20446.43;20410.23;0.3;0.01;2.13
500.0;2.0;5.0;29200.0;13566.41;13567.38;13566.41;0.23;0.01;3.24
1000.0;2.0;1.0;29200.0;1351.95;1404.33;1351.95;3.18;1.18;107.94
1000.0;2.0;2.0;29200.0;2122.15;2122.37;2122.15;0.62;0.02;105.66
1000.0;2.0;3.0;29200.0;23860.74;23938.32;23860.74;0.58;0.03;5.77
1000.0;2.0;4.0;29200.0;49582.44;49595.54;40036.89;0.47;0.02;118.22
1000.0;2.0;5.0;29200.0;26775.09;26775.19;26775.09;0.44;0.05;103.31
50.0;2.0;1.0;28811.0;73.57;75.01;NaN;0.05;0.0;4.15
50.0;2.0;2.0;28811.0;167.34;170.19;167.34;0.06;0.0;0.53
50.0;2.0;3.0;28811.0;904.44;1115.64;904.44;0.11;0.0;0.4
50.0;2.0;4.0;28811.0;1088.86;1281.28;1088.86;0.08;0.0;0.43
50.0;2.0;5.0;28811.0;1047.74;1307.27;1047.74;0.2;0.09;0.17
100.0;2.0;1.0;28811.0;120.9;160.88;NaN;0.17;0.01;47.28
100.0;2.0;2.0;28811.0;230.65;231.84;230.65;0.19;0.0;0.22
100.0;2.0;3.0;28811.0;1796.9;2738.66;1796.9;0.25;0.0;0.63
100.0;2.0;4.0;28811.0;2258.68;2471.28;2258.68;0.13;0.0;1.43
100.0;2.0;5.0;28811.0;1929.82;1938.04;1929.82;0.09;0.0;0.49
250.0;2.0;1.0;28811.0;320.76;323.7;320.52;0.27;0.02;100.76
250.0;2.0;2.0;28811.0;544.35;565.63;544.35;0.15;0.0;1.11
250.0;2.0;3.0;28811.0;4448.11;6569.69;4448.11;4.74;0.16;1.97
250.0;2.0;4.0;28811.0;5320.42;6326.41;5320.42;2.23;0.26;1.29
250.0;2.0;5.0;28811.0;4965.61;4967.66;4965.61;0.22;0.12;1.14
500.0;2.0;1.0;28811.0;656.8;676.52;656.78;0.74;0.12;28.0
500.0;2.0;2.0;28811.0;1040.23;1048.18;1040.23;0.26;0.01;102.31
500.0;2.0;3.0;28811.0;8508.89;11469.74;8508.89;1.01;0.26;101.28
500.0;2.0;4.0;28811.0;10737.92;10925.12;10737.92;0.47;0.02;101.81
500.0;2.0;5.0;28811.0;9739.8;9740.06;9739.8;0.22;0.01;1.87
1000.0;2.0;1.0;28811.0;1384.77;1400.93;1384.77;3.25;0.39;105.44
1000.0;2.0;2.0;28811.0;2076.6;2076.66;2076.6;0.46;0.02;2.31
1000.0;2.0;3.0;28811.0;17396.61;23250.76;17396.61;1.25;0.03;102.67
1000.0;2.0;4.0;28811.0;21115.21;24821.77;21115.21;1.99;0.08;109.8
1000.0;2.0;5.0;28811.0;19211.25;19212.54;19211.25;0.45;0.05;102.7
50.0;2.0;1.0;80131.0;80.21;92.59;80.21;0.13;0.0;0.2
50.0;2.0;2.0;80131.0;206.35;212.38;206.35;0.05;0.0;0.29
50.0;2.0;3.0;80131.0;1377.42;1584.86;1377.42;0.09;0.0;0.42
50.0;2.0;4.0;80131.0;1251.86;1257.01;1251.86;0.06;0.02;0.18
50.0;2.0;5.0;80131.0;2203.44;2206.18;1915.6;0.09;0.0;0.6
100.0;2.0;1.0;80131.0;142.79;148.08;142.55;0.08;0.0;0.21
100.0;2.0;2.0;80131.0;324.31;327.32;324.31;0.2;0.0;0.62
100.0;2.0;3.0;80131.0;2796.29;2869.18;2796.29;0.19;0.0;0.19
100.0;2.0;4.0;80131.0;2575.19;2577.48;2575.19;0.19;0.12;0.6
100.0;2.0;5.0;80131.0;3897.26;3898.34;3897.26;0.09;0.0;1.06
250.0;2.0;1.0;80131.0;310.4;342.45;310.4;0.34;0.03;2.06
250.0;2.0;2.0;80131.0;543.22;543.71;543.22;0.2;0.0;0.82
250.0;2.0;3.0;80131.0;7087.77;7970.63;7087.77;0.29;0.01;1.58
250.0;2.0;4.0;80131.0;5803.16;5803.17;5803.16;0.14;0.0;0.86
250.0;2.0;5.0;80131.0;9269.77;11947.45;9269.77;1.11;0.14;2.41
500.0;2.0;1.0;80131.0;661.48;671.87;661.48;0.59;0.15;1.98
500.0;2.0;2.0;80131.0;1062.0;1062.21;1062.0;0.35;0.0;3.16
500.0;2.0;3.0;80131.0;14652.79;15570.39;14652.79;0.8;0.41;2.71
500.0;2.0;4.0;80131.0;12187.45;12187.47;12187.45;0.25;0.01;2.72
500.0;2.0;5.0;80131.0;18432.29;23755.99;18432.29;0.58;0.01;8.44
1000.0;2.0;1.0;80131.0;1313.63;1324.49;1313.63;2.34;0.44;127.59
1000.0;2.0;2.0;80131.0;2037.43;2037.71;2037.43;0.85;0.26;106.91
1000.0;2.0;3.0;80131.0;28500.67;30876.24;28500.67;1.04;0.22;12.64
1000.0;2.0;4.0;80131.0;23128.27;23128.43;23128.27;0.69;0.03;6.04
1000.0;2.0;5.0;80131.0;37050.99;37051.14;37030.61;1.59;0.86;114.58
50.0;2.0;1.0;94680.0;60.92;68.94;58.91;0.53;0.43;28.14
50.0;2.0;2.0;94680.0;227.16;232.21;227.16;0.05;0.0;0.33
50.0;2.0;3.0;94680.0;1419.05;1819.82;1419.05;0.12;0.0;0.58
50.0;2.0;4.0;94680.0;3085.42;3087.94;2093.86;0.1;0.0;0.4
50.0;2.0;5.0;94680.0;1448.09;1453.66;1448.09;0.1;0.0;0.68
100.0;2.0;1.0;94680.0;123.96;127.44;123.92;0.26;0.16;0.94
100.0;2.0;2.0;94680.0;327.2;328.11;327.2;0.22;0.0;0.44
100.0;2.0;3.0;94680.0;2691.71;3546.73;2691.71;0.2;0.04;1.06
100.0;2.0;4.0;94680.0;6481.03;6483.32;4081.27;0.12;0.0;1.85
100.0;2.0;5.0;94680.0;2654.25;2656.62;2654.25;0.08;0.0;1.47
250.0;2.0;1.0;94680.0;340.66;342.06;342.78;0.21;0.03;0.79
250.0;2.0;2.0;94680.0;623.01;623.78;623.01;0.12;0.0;1.02
250.0;2.0;3.0;94680.0;6683.02;6842.86;6683.02;0.2;0.0;1.15
250.0;2.0;4.0;94680.0;9735.89;9746.43;9735.89;0.21;0.0;1.58
250.0;2.0;5.0;94680.0;6373.22;6374.7;6373.22;0.17;0.0;1.59
500.0;2.0;1.0;94680.0;641.29;642.83;639.67;2.21;1.1;0.93
500.0;2.0;2.0;94680.0;1084.43;1084.65;1084.43;0.23;0.01;1.84
500.0;2.0;3.0;94680.0;13324.95;13619.77;13324.95;0.37;0.01;3.45
500.0;2.0;4.0;94680.0;19474.49;19474.94;19474.49;0.23;0.01;2.25
500.0;2.0;5.0;94680.0;12576.44;12581.88;12576.44;0.44;0.19;2.57
1000.0;2.0;1.0;94680.0;1311.8;1336.44;1311.8;4.38;3.26;1.72
1000.0;2.0;2.0;94680.0;2111.05;2111.18;2111.05;0.49;0.02;102.45
1000.0;2.0;3.0;94680.0;26971.09;27356.79;26971.09;58.68;0.03;6.63
1000.0;2.0;4.0;94680.0;64674.61;64683.83;38394.61;0.56;0.01;103.09
1000.0;2.0;5.0;94680.0;25423.6;25438.72;25423.6;0.52;0.1;9.87
