Numero_de_pontos;Numero_de_cluster;Numero_de_Blobs;Semente;FOB_Algoritmo_Proposto;FOB_Algoritmo_Original;FOB_BeB;Tempo_Algoritmo_Proposto;Tempo_Algoritmo_Original;Tempo_BeB
1002.0;6.0;4.0;92139.0;6288.01;6289.04;NaN;215.85;32.34;180.15
1002.0;6.0;5.0;92139.0;8002.94;8003.46;NaN;238.7;58.32;181.33
54.0;6.0;1.0;10388.0;18.56;26.42;24.81;0.13;0.02;2.01
54.0;6.0;2.0;10388.0;45.17;57.62;46.3;0.11;0.01;1.31
54.0;6.0;3.0;10388.0;108.85;116.97;111.4;0.19;0.09;0.65
54.0;6.0;4.0;10388.0;249.69;321.01;249.69;1.54;0.23;0.63
54.0;6.0;5.0;10388.0;268.13;409.36;268.13;0.54;0.14;0.46
102.0;6.0;1.0;10388.0;44.32;50.59;45.24;2.17;0.6;6.48
102.0;6.0;2.0;10388.0;96.22;118.63;102.34;5.45;5.15;1.4
102.0;6.0;3.0;10388.0;172.03;173.04;168.95;0.85;0.45;3.52
102.0;6.0;4.0;10388.0;474.0;604.78;474.0;0.57;0.39;0.84
102.0;6.0;5.0;10388.0;716.66;977.61;813.51;3.19;2.99;1.87
252.0;6.0;1.0;10388.0;143.3;158.9;142.92;5.24;1.48;106.25
252.0;6.0;2.0;10388.0;244.02;282.16;244.56;28.82;3.73;8.88
252.0;6.0;3.0;10388.0;385.9;393.8;381.01;2.89;2.22;3.91
252.0;6.0;4.0;10388.0;1375.94;1663.96;1375.94;5.17;4.74;5.67
252.0;6.0;5.0;10388.0;1710.27;2685.38;1924.83;68.22;1.92;45.93
504.0;6.0;1.0;10388.0;258.46;279.47;270.31;11.23;8.47;67.84
504.0;6.0;2.0;10388.0;471.98;531.61;477.5;35.9;30.48;16.1
504.0;6.0;3.0;10388.0;721.74;751.53;736.98;2.66;1.86;8.28
504.0;6.0;4.0;10388.0;2491.47;3425.33;NaN;161.45;10.12;196.98
504.0;6.0;5.0;10388.0;4808.26;4812.42;NaN;197.25;16.9;181.15
1002.0;6.0;1.0;10388.0;506.26;563.18;507.85;114.86;21.73;145.33
1002.0;6.0;2.0;10388.0;892.21;969.32;905.69;197.26;36.98;48.3
1002.0;6.0;3.0;10388.0;1329.43;1344.05;1329.76;47.41;12.37;42.22
1002.0;6.0;4.0;10388.0;5901.43;5901.93;NaN;207.28;26.61;184.01
1002.0;6.0;5.0;10388.0;9349.86;9350.07;NaN;201.53;1.8;185.11
54.0;6.0;1.0;85380.0;23.11;32.88;23.11;1.96;1.87;1.77
54.0;6.0;2.0;85380.0;59.19;66.39;56.78;0.19;0.08;1.45
54.0;6.0;3.0;85380.0;149.13;171.49;153.96;1.82;0.08;1.46
54.0;6.0;4.0;85380.0;321.82;350.59;321.82;0.26;0.08;0.73
54.0;6.0;5.0;85380.0;206.22;313.16;188.62;0.32;0.01;0.65
102.0;6.0;1.0;85380.0;51.83;63.12;51.83;1.16;1.01;108.8
102.0;6.0;2.0;85380.0;94.77;114.83;94.64;3.22;3.07;2.73
102.0;6.0;3.0;85380.0;229.44;270.01;229.44;0.84;0.49;1.13
102.0;6.0;4.0;85380.0;526.67;651.1;526.67;0.7;0.51;1.53
102.0;6.0;5.0;85380.0;456.16;529.89;456.16;0.5;0.32;0.91
252.0;6.0;1.0;85380.0;107.63;115.62;108.07;8.39;6.84;104.04
252.0;6.0;2.0;85380.0;209.31;222.39;210.13;11.4;6.17;177.69
252.0;6.0;3.0;85380.0;344.43;374.63;342.06;4.46;3.49;3.15
252.0;6.0;4.0;85380.0;1268.5;1833.56;1268.42;26.97;4.32;3.77
252.0;6.0;5.0;85380.0;2038.42;2040.9;NaN;180.86;0.8;73.4
504.0;6.0;1.0;85380.0;257.99;271.19;244.51;129.8;10.46;133.19
504.0;6.0;2.0;85380.0;420.08;544.23;419.63;13.31;11.77;175.47
504.0;6.0;3.0;85380.0;722.07;741.95;719.84;17.7;1.55;27.77
504.0;6.0;4.0;85380.0;3006.19;3006.19;NaN;185.05;3.02;180.16
504.0;6.0;5.0;85380.0;4307.92;4308.23;NaN;189.52;7.66;181.76
1002.0;6.0;1.0;85380.0;496.34;606.86;496.34;66.6;20.98;143.53
1002.0;6.0;2.0;85380.0;809.66;897.05;NaN;41.34;22.42;795.14
1002.0;6.0;3.0;85380.0;1345.12;1366.84;1336.34;49.59;3.36;116.0
1002.0;6.0;4.0;85380.0;6507.72;6508.33;NaN;186.76;2.56;190.85
1002.0;6.0;5.0;85380.0;7623.66;7624.2;NaN;208.06;8.4;181.86
54.0;6.0;1.0;57199.0;28.61;47.24;28.48;0.14;0.01;2.37
54.0;6.0;2.0;57199.0;146.71;181.9;146.71;0.14;0.02;0.56
54.0;6.0;3.0;57199.0;152.89;163.69;152.89;1.43;1.33;0.57
54.0;6.0;4.0;57199.0;320.55;409.13;311.19;0.25;0.01;0.55
54.0;6.0;5.0;57199.0;443.96;536.2;685.02;2.45;0.01;0.57
102.0;6.0;1.0;57199.0;51.05;59.33;50.89;1.04;0.84;5.02
102.0;6.0;2.0;57199.0;178.7;200.0;NaN;0.77;0.26;1.63
102.0;6.0;3.0;57199.0;257.89;298.18;257.81;0.24;0.06;0.98
102.0;6.0;4.0;57199.0;494.89;657.16;491.46;0.38;0.17;2.66
102.0;6.0;5.0;57199.0;858.49;1310.8;858.49;0.88;0.4;1.08
252.0;6.0;1.0;57199.0;103.57;107.32;103.6;2.25;1.75;110.31
252.0;6.0;2.0;57199.0;300.41;361.5;304.52;4.15;3.13;3.2
252.0;6.0;3.0;57199.0;375.71;415.06;376.03;17.44;0.83;8.2
252.0;6.0;4.0;57199.0;1061.27;1206.35;1061.27;0.98;0.47;3.86
252.0;6.0;5.0;57199.0;2957.29;2959.72;NaN;182.16;1.34;184.0
504.0;6.0;1.0;57199.0;230.73;254.41;231.32;12.99;9.84;107.84
504.0;6.0;2.0;57199.0;527.06;630.04;507.52;14.16;12.2;141.57
504.0;6.0;3.0;57199.0;706.16;731.12;706.2;50.41;3.69;16.62
504.0;6.0;4.0;57199.0;2449.85;2451.5;NaN;191.4;9.83;181.12
504.0;6.0;5.0;57199.0;6091.05;6092.57;NaN;183.32;3.07;181.54
1002.0;6.0;1.0;57199.0;463.08;508.39;463.09;79.58;19.43;157.08
1002.0;6.0;2.0;57199.0;983.12;1060.85;983.14;74.74;20.3;147.59
1002.0;6.0;3.0;57199.0;1359.77;1413.69;1370.14;144.01;8.2;22.61
1002.0;6.0;4.0;57199.0;5281.26;5281.59;NaN;181.5;0.6;180.53
1002.0;6.0;5.0;57199.0;11706.11;11706.45;NaN;207.15;4.48;184.46
54.0;6.0;1.0;6648.0;23.59;29.59;24.78;0.32;0.24;2.09
54.0;6.0;2.0;6648.0;109.95;156.04;108.95;1.04;0.85;0.87
54.0;6.0;3.0;6648.0;275.24;295.07;237.58;2.43;0.12;0.5
54.0;6.0;4.0;6648.0;555.15;619.85;550.35;1.45;0.21;0.55
54.0;6.0;5.0;6648.0;615.53;1054.24;653.05;0.26;0.12;3.47
102.0;6.0;1.0;6648.0;48.14;53.03;52.35;0.48;0.29;4.73
102.0;6.0;2.0;6648.0;127.06;151.72;125.54;0.3;0.1;0.99
102.0;6.0;3.0;6648.0;293.32;310.24;317.61;2.34;0.37;1.48
102.0;6.0;4.0;6648.0;827.59;976.89;829.54;2.66;2.22;2.68
102.0;6.0;5.0;6648.0;1525.6;1957.61;1326.77;3.15;2.81;15.57
252.0;6.0;1.0;6648.0;137.07;147.95;NaN;9.23;3.88;114.02
252.0;6.0;2.0;6648.0;324.55;362.86;324.04;10.6;1.01;5.76
252.0;6.0;3.0;6648.0;483.42;523.21;482.41;13.39;8.3;2.73
252.0;6.0;4.0;6648.0;5306.54;6141.1;2118.69;0.87;0.33;2.91
252.0;6.0;5.0;6648.0;3246.21;4312.46;3246.21;129.41;2.21;16.75
504.0;6.0;1.0;6648.0;253.68;278.87;248.32;27.61;12.69;140.91
504.0;6.0;2.0;6648.0;520.33;560.26;520.33;121.01;5.88;110.86
504.0;6.0;3.0;6648.0;809.89;811.84;785.23;255.33;14.68;70.96
504.0;6.0;4.0;6648.0;4734.85;4756.27;NaN;199.07;13.7;190.06
504.0;6.0;5.0;6648.0;12112.34;22649.14;NaN;189.96;9.41;181.36
1002.0;6.0;1.0;6648.0;513.56;549.95;NaN;102.42;28.6;181.39
1002.0;6.0;2.0;6648.0;993.71;1100.05;996.57;72.69;14.96;85.37
1002.0;6.0;3.0;6648.0;1396.89;1445.72;1396.96;58.0;32.51;86.27
1002.0;6.0;4.0;6648.0;9110.73;9111.02;NaN;214.36;30.99;183.24
1002.0;6.0;5.0;6648.0;16572.83;16574.4;NaN;198.71;15.17;181.63
54.0;6.0;1.0;3206.0;17.63;31.85;17.63;0.34;0.15;2.9
54.0;6.0;2.0;3206.0;126.43;147.26;124.51;0.12;0.03;0.7
54.0;6.0;3.0;3206.0;175.39;190.13;175.1;1.04;0.2;0.99
54.0;6.0;4.0;3206.0;182.05;288.46;182.05;0.3;0.08;0.49
54.0;6.0;5.0;3206.0;266.46;304.45;266.46;0.2;0.05;0.58
102.0;6.0;1.0;3206.0;49.53;62.61;48.7;0.21;0.02;5.23
102.0;6.0;2.0;3206.0;140.87;179.63;141.36;1.41;0.93;2.37
102.0;6.0;3.0;3206.0;248.54;313.77;249.44;2.76;2.61;2.47
102.0;6.0;4.0;3206.0;387.49;506.93;387.49;0.39;0.17;0.75
102.0;6.0;5.0;3206.0;493.27;604.2;493.09;3.37;0.59;1.27
252.0;6.0;1.0;3206.0;115.21;126.82;116.81;4.6;4.21;73.3
252.0;6.0;2.0;3206.0;279.91;310.93;269.59;4.88;4.49;6.48
252.0;6.0;3.0;3206.0;406.59;414.0;406.51;1.31;0.78;3.86
252.0;6.0;4.0;3206.0;599.36;908.1;599.36;8.2;6.12;4.69
252.0;6.0;5.0;3206.0;1061.08;1293.27;1068.85;35.73;5.06;29.15
504.0;6.0;1.0;3206.0;233.89;255.93;233.9;13.76;10.78;66.42
504.0;6.0;2.0;3206.0;486.11;539.19;487.94;18.38;10.01;129.04
504.0;6.0;3.0;3206.0;768.6;983.28;768.95;18.87;14.92;115.49
504.0;6.0;4.0;3206.0;1117.85;1118.88;NaN;195.31;14.93;180.94
504.0;6.0;5.0;3206.0;2449.35;2450.98;2051.21;192.78;12.01;101.9
1002.0;6.0;1.0;3206.0;483.81;511.44;483.56;172.85;19.92;157.41
1002.0;6.0;2.0;3206.0;1010.66;1108.45;NaN;69.04;22.64;495.85
1002.0;6.0;3.0;3206.0;1450.67;1567.63;1459.8;32.29;7.47;66.25
1002.0;6.0;4.0;3206.0;3377.0;3603.1;NaN;213.95;26.16;181.44
1002.0;6.0;5.0;3206.0;5511.84;5512.38;NaN;198.41;14.52;183.45
54.0;6.0;1.0;96123.0;24.06;46.44;25.44;0.34;0.22;3.56
54.0;6.0;2.0;96123.0;61.96;89.01;71.98;0.15;0.06;3.2
54.0;6.0;3.0;96123.0;160.4;180.04;161.01;0.13;0.03;1.01
54.0;6.0;4.0;96123.0;541.61;637.36;739.93;0.37;0.22;0.69
54.0;6.0;5.0;96123.0;257.58;283.51;233.48;2.45;0.02;0.73
102.0;6.0;1.0;96123.0;55.81;70.54;59.96;0.96;0.76;4.8
102.0;6.0;2.0;96123.0;117.33;151.53;109.38;2.81;2.59;1.07
102.0;6.0;3.0;96123.0;214.42;293.46;214.42;9.14;3.0;10.07
102.0;6.0;4.0;96123.0;955.41;1213.76;955.41;1.52;0.48;5.07
102.0;6.0;5.0;96123.0;775.24;2077.51;525.52;27.41;2.34;1.38
252.0;6.0;1.0;96123.0;126.67;140.2;125.5;6.18;0.83;75.56
252.0;6.0;2.0;96123.0;235.45;287.47;235.64;29.2;7.74;22.01
252.0;6.0;3.0;96123.0;373.69;384.4;373.69;6.75;0.52;2.82
252.0;6.0;4.0;96123.0;2281.44;2980.22;2279.17;17.96;4.19;9.08
252.0;6.0;5.0;96123.0;1297.3;2446.44;1472.62;77.41;6.61;39.41
504.0;6.0;1.0;96123.0;255.78;291.98;269.22;14.05;5.92;73.19
504.0;6.0;2.0;96123.0;499.89;536.19;500.34;23.83;10.87;22.07
504.0;6.0;3.0;96123.0;803.6;809.49;793.3;10.56;3.66;19.58
504.0;6.0;4.0;96123.0;6197.8;6198.33;NaN;195.49;8.49;181.74
504.0;6.0;5.0;96123.0;4308.75;4309.32;NaN;69.67;2.98;181.34
1002.0;6.0;1.0;96123.0;503.47;520.62;502.78;70.64;19.27;141.67
1002.0;6.0;2.0;96123.0;955.62;1137.05;955.13;151.38;24.27;179.16
1002.0;6.0;3.0;96123.0;1432.55;1466.65;1423.28;25.48;2.99;34.97
1002.0;6.0;4.0;96123.0;10703.13;10703.74;NaN;209.87;18.13;183.28
1002.0;6.0;5.0;96123.0;9923.9;12936.01;NaN;207.2;24.25;181.73
54.0;6.0;1.0;54765.0;25.24;31.13;25.38;0.71;0.02;3.14
54.0;6.0;2.0;54765.0;61.43;70.65;62.17;1.32;0.62;1.24
54.0;6.0;3.0;54765.0;153.87;188.28;154.07;1.57;0.01;1.41
54.0;6.0;4.0;54765.0;309.7;386.8;314.64;0.14;0.0;0.6
54.0;6.0;5.0;54765.0;273.9;492.12;263.14;0.81;0.21;0.74
102.0;6.0;1.0;54765.0;60.58;63.32;56.81;3.21;3.04;6.12
102.0;6.0;2.0;54765.0;126.39;133.88;121.74;2.27;2.07;2.08
102.0;6.0;3.0;54765.0;184.78;202.18;181.36;4.22;1.51;3.96
102.0;6.0;4.0;54765.0;445.74;621.87;445.74;3.9;1.28;1.42
102.0;6.0;5.0;54765.0;527.36;1046.97;527.38;0.68;0.43;2.56
252.0;6.0;1.0;54765.0;125.21;131.21;132.03;1.48;0.41;117.66
252.0;6.0;2.0;54765.0;267.95;273.4;249.56;9.98;5.61;52.49
252.0;6.0;3.0;54765.0;400.22;410.17;409.56;1.69;1.16;5.14
252.0;6.0;4.0;54765.0;819.24;1074.85;819.37;4.87;4.48;8.49
252.0;6.0;5.0;54765.0;1197.3;1819.87;1659.98;32.96;0.09;13.49
504.0;6.0;1.0;54765.0;276.14;292.5;276.3;21.55;8.75;160.12
504.0;6.0;2.0;54765.0;472.35;555.18;474.64;19.59;11.52;154.62
504.0;6.0;3.0;54765.0;775.65;782.47;769.86;8.29;3.62;23.44
504.0;6.0;4.0;54765.0;2373.97;2375.34;NaN;182.66;1.4;181.36
504.0;6.0;5.0;54765.0;3759.25;3759.95;NaN;186.49;5.14;181.89
1002.0;6.0;1.0;54765.0;525.6;538.73;NaN;121.16;16.67;181.73
1002.0;6.0;2.0;54765.0;814.46;885.35;NaN;43.28;28.39;802.95
1002.0;6.0;3.0;54765.0;1410.72;1483.36;1407.52;106.34;3.63;129.33
1002.0;6.0;4.0;54765.0;4167.05;4167.23;NaN;200.81;18.51;180.95
1002.0;6.0;5.0;54765.0;7366.99;7367.01;NaN;183.37;3.11;180.04
54.0;6.0;1.0;11746.0;28.03;41.15;29.42;0.18;0.01;0.69
54.0;6.0;2.0;11746.0;157.35;183.06;156.67;0.43;0.3;0.82
54.0;6.0;3.0;11746.0;126.53;148.23;126.1;0.11;0.01;0.48
54.0;6.0;4.0;11746.0;401.62;474.79;415.3;1.38;1.25;2.48
54.0;6.0;5.0;11746.0;330.2;554.92;330.2;0.13;0.01;0.49
102.0;6.0;1.0;11746.0;46.64;54.04;46.64;2.78;1.81;107.2
102.0;6.0;2.0;11746.0;161.06;185.47;157.46;4.71;2.56;2.66
102.0;6.0;3.0;11746.0;301.61;307.01;240.26;8.62;2.01;5.46
102.0;6.0;4.0;11746.0;667.16;1060.77;663.69;9.68;2.93;0.88
102.0;6.0;5.0;11746.0;775.55;1478.87;742.82;2.43;0.26;1.19
252.0;6.0;1.0;11746.0;99.27;104.13;101.42;7.87;5.52;104.72
252.0;6.0;2.0;11746.0;284.3;319.56;273.78;8.35;7.65;10.26
252.0;6.0;3.0;11746.0;321.43;338.97;316.09;22.82;1.03;7.3
252.0;6.0;4.0;11746.0;1311.36;1593.92;1311.36;2.28;1.08;5.7
252.0;6.0;5.0;11746.0;1817.29;3171.82;1817.29;62.93;0.4;53.36
504.0;6.0;1.0;11746.0;245.96;268.45;NaN;17.59;9.77;120.59
504.0;6.0;2.0;11746.0;461.78;503.09;461.59;26.92;12.03;180.68
504.0;6.0;3.0;11746.0;664.27;756.84;670.0;26.56;6.92;23.92
504.0;6.0;4.0;11746.0;3450.27;3459.31;NaN;193.98;12.44;180.91
504.0;6.0;5.0;11746.0;10082.85;11973.64;NaN;210.25;16.02;181.07
1002.0;6.0;1.0;11746.0;471.73;492.28;NaN;73.74;17.77;199.49
1002.0;6.0;2.0;11746.0;884.01;1002.84;NaN;173.61;31.35;515.78
1002.0;6.0;3.0;11746.0;1327.59;1382.64;NaN;134.8;8.05;191.76
1002.0;6.0;4.0;11746.0;6707.63;6708.59;NaN;186.22;5.82;182.35
1002.0;6.0;5.0;11746.0;8430.52;8430.89;NaN;215.89;32.34;180.04
